 #  R                 Z
    0.28549715E+01    0.79704065E-01
    0.28610594E+01    0.68208068E-01
    0.28662413E+01    0.62719403E-01
    0.28717956E+01    0.61070595E-01
    0.28803408E+01    0.62206586E-01
    0.28961036E+01    0.67001192E-01
    0.29157567E+01    0.82107896E-01
    0.29292495E+01    0.10716441E+00
    0.29300886E+01    0.12868810E+00
    0.29162644E+01    0.14130007E+00
    0.28973094E+01    0.14536935E+00
    0.28743414E+01    0.14487272E+00
    0.28542438E+01    0.12616745E+00
    0.28501004E+01    0.99095005E-01
    0.28552957E+01    0.79135376E-01
    0.28613921E+01    0.67961403E-01
    0.28666482E+01    0.62706047E-01
    0.28724430E+01    0.61260440E-01
    0.28816930E+01    0.62573367E-01
    0.28984415E+01    0.68068044E-01
    0.29180757E+01    0.84706436E-01
    0.29300818E+01    0.11027742E+00
    0.29284814E+01    0.13055459E+00
    0.29135318E+01    0.14167025E+00
    0.28944363E+01    0.14496207E+00
    0.28719985E+01    0.14225126E+00
    0.28530467E+01    0.12345563E+00
    0.28500117E+01    0.96689874E-01
    0.28554964E+01    0.77523051E-01
    0.28611662E+01    0.66882289E-01
    0.28658242E+01    0.61718426E-01
    0.28706406E+01    0.60055092E-01
    0.28775425E+01    0.61030556E-01
    0.28905391E+01    0.64623146E-01
    0.29098350E+01    0.75883018E-01
    0.29255316E+01    0.98767840E-01
    0.29333528E+01    0.12333947E+00
    0.29233715E+01    0.14023196E+00
    0.29033112E+01    0.14763588E+00
    0.28811477E+01    0.14866471E+00
    0.28605687E+01    0.13246890E+00
    0.28503099E+01    0.10872882E+00
    0.28528963E+01    0.85558371E-01
    0.28593277E+01    0.71308061E-01
    0.28648554E+01    0.64211580E-01
    0.28703437E+01    0.61555253E-01
    0.28780541E+01    0.62001359E-01
    0.28921105E+01    0.65633790E-01
    0.29115942E+01    0.77989996E-01
    0.29267359E+01    0.10152427E+00
    0.29325146E+01    0.12515157E+00
    0.29211508E+01    0.14064861E+00
    0.29016317E+01    0.14682053E+00
    0.28791196E+01    0.14781222E+00
    0.28586063E+01    0.13046638E+00
    0.28508388E+01    0.10530167E+00
    0.28547828E+01    0.83464903E-01
    0.28619091E+01    0.70729306E-01
    0.28688480E+01    0.65055221E-01
    0.28778447E+01    0.63865615E-01
    0.28930210E+01    0.67007711E-01
    0.29125582E+01    0.79961694E-01
    0.29269844E+01    0.10365177E+00
    0.29308365E+01    0.12599346E+00
