      1       2.992       1.584  0.280509E-03
      2       2.933       1.439  0.191058E-02
      3       2.939       1.449  0.117592E-03
      4       2.870       1.461  0.158312E-03
      5       2.945       1.480  0.273326E-03
      6       3.018       1.684  0.285485E-04
      7       3.025       1.685  0.608305E-03
      8       2.910       1.415  0.695176E-03
      9       3.032       1.660  0.541271E-03
     10       3.043       1.645  0.247911E-03
     11       3.068       1.671  0.144385E-03
     12       2.934       1.467  0.311399E-03
     13       2.975       1.525  0.304840E-03
     14       3.051       1.675  0.423338E-03
     15       2.967       1.452  0.340691E-03
     16       2.956       1.442  0.616662E-03
     17       2.911       1.488  0.613747E-03
     18       3.037       1.615  0.357889E-03
     19       2.914       1.477  0.105851E-03
     20       2.976       1.492  0.738247E-03
     21       3.023       1.654  0.202345E-03
     22       2.865       1.425  0.249476E-03
     23       2.996       1.598  0.221535E-03
     24       3.055       1.677  0.236926E-03
     25       2.917       1.445  0.462855E-03
     26       3.042       1.672  0.595998E-03
     27       3.016       1.581  0.211771E-03
     28       2.991       1.446  0.152005E-02
     29       2.961       1.489  0.612320E-04
     30       2.981       1.540  0.275575E-03
     31       2.934       1.523  0.657872E-04
     32       2.969       1.529  0.372583E-03
     33       3.000       1.576  0.303279E-03
     34       2.930       1.525  0.773945E-03
     35       2.930       1.474  0.276274E-03
     36       2.923       1.426  0.132323E-02
     37       2.958       1.499  0.340634E-03
     38       2.990       1.611  0.136201E-04
     39       2.892       1.522  0.152023E-02
     40       3.000       1.647  0.461201E-03
     41       3.009       1.542  0.154221E-03
     42       3.032       1.625  0.474954E-03
     43       3.010       1.611  0.417958E-03
     44       3.014       1.646  0.146136E-03
     45       3.025       1.631  0.279456E-03
     46       2.857       1.433  0.406301E-03
     47       2.953       1.397  0.397094E-03
     48       2.934       1.460  0.986271E-04
     49       2.922       1.519  0.679932E-03
     50       2.920       1.534  0.396010E-03
     51       2.894       1.466  0.572136E-03
     52       2.913       1.415  0.600821E-04
     53       3.006       1.636  0.340610E-04
     54       3.007       1.647  0.438442E-03
     55       2.985       1.620  0.487650E-03
     56       2.925       1.452  0.280753E-03
     57       2.952       1.472  0.247374E-04
     58       3.053       1.668  0.642293E-03
     59       2.999       1.579  0.103338E-03
     60       3.018       1.626  0.239724E-03
     61       2.988       1.468  0.884406E-03
     62       2.899       1.428  0.356765E-03
     63       2.944       1.472  0.452377E-03
     64       2.996       1.658  0.217680E-03
     65       2.967       1.440  0.450881E-03
     66       2.958       1.510  0.744618E-04
     67       2.852       1.465  0.346900E-03
     68       2.887       1.445  0.187335E-03
     69       2.956       1.509  0.865035E-04
     70       2.881       1.452  0.584686E-03
     71       3.000       1.615  0.114373E-03
     72       2.874       1.465  0.836411E-03
     73       2.969       1.600  0.126738E-03
     74       2.908       1.467  0.342360E-03
     75       2.999       1.585  0.743147E-03
     76       2.887       1.491  0.157194E-03
     77       3.010       1.633  0.284444E-03
     78       2.989       1.643  0.335063E-03
     79       2.897       1.484  0.107424E-03
     80       2.933       1.494  0.157801E-03
     81       3.052       1.629  0.651233E-03
     82       2.908       1.429  0.126892E-03
     83       3.047       1.673  0.396509E-03
     84       2.998       1.601  0.127081E-03
     85       2.928       1.425  0.504975E-04
     86       3.036       1.586  0.433758E-03
     87       2.987       1.547  0.479817E-03
     88       2.970       1.491  0.144163E-03
     89       2.940       1.459  0.403037E-03
     90       2.982       1.565  0.252145E-04
     91       2.914       1.490  0.221331E-03
     92       2.913       1.450  0.440067E-03
     93       2.902       1.429  0.544347E-03
     94       2.976       1.575  0.130108E-03
     95       2.930       1.531  0.327791E-03
     96       3.015       1.620  0.144158E-03
     97       2.877       1.418  0.512047E-03
     98       3.004       1.631  0.450105E-03
     99       2.900       1.456  0.400569E-04
    100       2.994       1.614  0.436964E-03
