 #  R                 Z
    0.29965032E+01    0.31294905E+00
    0.29915324E+01    0.32509303E+00
    0.29852227E+01    0.33617344E+00
    0.29777177E+01    0.34599159E+00
    0.29691849E+01    0.35436223E+00
    0.29598253E+01    0.36111986E+00
    0.29498441E+01    0.36614737E+00
    0.29394555E+01    0.36936498E+00
    0.29288809E+01    0.37073203E+00
    0.29183293E+01    0.37024745E+00
    0.29080056E+01    0.36794443E+00
    0.28981092E+01    0.36389070E+00
    0.28888311E+01    0.35819026E+00
    0.28803291E+01    0.35096583E+00
    0.28727565E+01    0.34237290E+00
    0.28662405E+01    0.33258280E+00
    0.28608872E+01    0.32177870E+00
    0.28567886E+01    0.31017262E+00
    0.28540103E+01    0.29798012E+00
    0.28525950E+01    0.28540885E+00
    0.28525679E+01    0.27271222E+00
    0.28539267E+01    0.26011245E+00
    0.28566470E+01    0.24784285E+00
    0.28606924E+01    0.23610288E+00
    0.28659953E+01    0.22512690E+00
    0.28724629E+01    0.21513228E+00
    0.28799936E+01    0.20630142E+00
    0.28884608E+01    0.19881269E+00
    0.28977212E+01    0.19282332E+00
    0.29076257E+01    0.18846505E+00
    0.29178833E+01    0.18587485E+00
    0.29284523E+01    0.18508433E+00
    0.29390313E+01    0.18615384E+00
    0.29494319E+01    0.18908400E+00
    0.29594359E+01    0.19383899E+00
    0.29688257E+01    0.20034362E+00
    0.29773982E+01    0.20848433E+00
    0.29849542E+01    0.21810285E+00
    0.29913208E+01    0.22901065E+00
    0.29963459E+01    0.24098262E+00
    0.29999087E+01    0.25377130E+00
    0.30019154E+01    0.26707367E+00
    0.30023219E+01    0.28062560E+00
    0.30011148E+01    0.29412235E+00
    0.29983263E+01    0.30725164E+00
    0.29940192E+01    0.31975089E+00
    0.29883070E+01    0.33132658E+00
    0.29813197E+01    0.34175300E+00
    0.29732240E+01    0.35081267E+00
    0.29642078E+01    0.35832778E+00
    0.29544757E+01    0.36415949E+00
    0.29442336E+01    0.36821281E+00
    0.29337096E+01    0.37042582E+00
    0.29231098E+01    0.37078245E+00
    0.29126491E+01    0.36929959E+00
    0.29025252E+01    0.36602915E+00
    0.28929355E+01    0.36105943E+00
    0.28840516E+01    0.35450477E+00
    0.28760325E+01    0.34650831E+00
    0.28690145E+01    0.33723257E+00
    0.28631144E+01    0.32685685E+00
    0.28584306E+01    0.31557972E+00
    0.28550421E+01    0.30361942E+00
    0.28529992E+01    0.29117969E+00
    0.28523379E+01    0.27849985E+00
    0.28530672E+01    0.26581826E+00
    0.28551719E+01    0.25336361E+00
    0.28586238E+01    0.24133912E+00
    0.28633655E+01    0.22998144E+00
    0.28693195E+01    0.21950470E+00
    0.28763869E+01    0.21011036E+00
    0.28844429E+01    0.20198842E+00
