 #  R                 Z
    0.29967897E+01    0.31177281E+00
    0.29918853E+01    0.32393249E+00
    0.29856511E+01    0.33505576E+00
    0.29782294E+01    0.34494181E+00
    0.29697978E+01    0.35339664E+00
    0.29605394E+01    0.36027410E+00
    0.29506567E+01    0.36545665E+00
    0.29403519E+01    0.36886717E+00
    0.29298372E+01    0.37046131E+00
    0.29193096E+01    0.37023189E+00
    0.29089737E+01    0.36820278E+00
    0.28990272E+01    0.36443249E+00
    0.28896491E+01    0.35900892E+00
    0.28810061E+01    0.35204703E+00
    0.28732462E+01    0.34368189E+00
    0.28665037E+01    0.33407042E+00
    0.28609025E+01    0.32340452E+00
    0.28565396E+01    0.31188963E+00
    0.28534857E+01    0.29973430E+00
    0.28517936E+01    0.28718354E+00
    0.28514845E+01    0.27446524E+00
    0.28525517E+01    0.26184786E+00
    0.28549434E+01    0.24961801E+00
    0.28586531E+01    0.23779919E+00
    0.28636422E+01    0.22662003E+00
    0.28698006E+01    0.21637062E+00
    0.28769770E+01    0.20728779E+00
    0.28851152E+01    0.19944884E+00
    0.28941285E+01    0.19299212E+00
    0.29037503E+01    0.18813714E+00
    0.29138631E+01    0.18495276E+00
    0.29243427E+01    0.18352054E+00
    0.29348945E+01    0.18391408E+00
    0.29452749E+01    0.18612152E+00
    0.29554021E+01    0.19014484E+00
    0.29650870E+01    0.19597460E+00
    0.29740409E+01    0.20349421E+00
    0.29820546E+01    0.21255896E+00
    0.29889391E+01    0.22298043E+00
    0.29945323E+01    0.23452953E+00
    0.29987033E+01    0.24693169E+00
    0.30013720E+01    0.25991288E+00
    0.30025014E+01    0.27332003E+00
    0.30020442E+01    0.28683972E+00
    0.30000040E+01    0.30015822E+00
    0.29964259E+01    0.31298788E+00
    0.29913963E+01    0.32504558E+00
    0.29850486E+01    0.33605708E+00
    0.29775311E+01    0.34581391E+00
    0.29690127E+01    0.35413423E+00
    0.29596864E+01    0.36086433E+00
    0.29497516E+01    0.36589193E+00
    0.29394129E+01    0.36914125E+00
    0.29288816E+01    0.37057143E+00
    0.29183593E+01    0.37017748E+00
    0.29080461E+01    0.36798703E+00
    0.28981351E+01    0.36405995E+00
    0.28888136E+01    0.35849040E+00
    0.28802394E+01    0.35139167E+00
    0.28725601E+01    0.34290013E+00
    0.28659143E+01    0.33318313E+00
    0.28604196E+01    0.32242922E+00
    0.28561710E+01    0.31084751E+00
    0.28532366E+01    0.29864700E+00
    0.28516666E+01    0.28608031E+00
    0.28514775E+01    0.27337612E+00
    0.28526534E+01    0.26082500E+00
    0.28551560E+01    0.24861124E+00
    0.28589885E+01    0.23679525E+00
    0.28640799E+01    0.22568767E+00
    0.28703115E+01    0.21555358E+00
    0.28775631E+01    0.20657262E+00
    0.28858053E+01    0.19881317E+00
    0.28948688E+01    0.19248775E+00
    0.29045283E+01    0.18776758E+00
    0.29146822E+01    0.18471806E+00
    0.29251678E+01    0.18343027E+00
    0.29356600E+01    0.18395941E+00
    0.29460576E+01    0.18630752E+00
    0.29562180E+01    0.19049653E+00
    0.29658466E+01    0.19646167E+00
    0.29747022E+01    0.20407795E+00
    0.29825825E+01    0.21317814E+00
    0.29893132E+01    0.22355492E+00
    0.29948139E+01    0.23511328E+00
    0.29989402E+01    0.24765616E+00
    0.30015494E+01    0.26085747E+00
    0.30025693E+01    0.27440786E+00
    0.30019772E+01    0.28799780E+00
    0.29997955E+01    0.30132260E+00
    0.29960775E+01    0.31412163E+00
    0.29909212E+01    0.32610403E+00
    0.29844561E+01    0.33702268E+00
    0.29768316E+01    0.34666968E+00
    0.29682272E+01    0.35485729E+00
    0.29588310E+01    0.36144264E+00
    0.29488445E+01    0.36631552E+00
    0.29384725E+01    0.36940352E+00
    0.29279271E+01    0.37066910E+00
    0.29174080E+01    0.37011089E+00
    0.29071208E+01    0.36776009E+00
    0.28972497E+01    0.36367802E+00
    0.28879847E+01    0.35796296E+00
    0.28794787E+01    0.35072720E+00
    0.28718822E+01    0.34211239E+00
    0.28653313E+01    0.33228699E+00
    0.28599456E+01    0.32145125E+00
    0.28558116E+01    0.30980482E+00
    0.28529965E+01    0.29756117E+00
    0.28515484E+01    0.28498285E+00
    0.28514770E+01    0.27231022E+00
    0.28527569E+01    0.25983223E+00
    0.28553759E+01    0.24760444E+00
    0.28593201E+01    0.23582210E+00
    0.28644972E+01    0.22480883E+00
    0.28707810E+01    0.21480610E+00
    0.28781313E+01    0.20588684E+00
    0.28864527E+01    0.19822214E+00
    0.28955304E+01    0.19203785E+00
    0.29052340E+01    0.18743396E+00
    0.29154442E+01    0.18450319E+00
    0.29258699E+01    0.18335131E+00
    0.29363801E+01    0.18400403E+00
    0.29468434E+01    0.18650129E+00
    0.29569604E+01    0.19081945E+00
    0.29664714E+01    0.19685898E+00
    0.29751959E+01    0.20450313E+00
    0.29830238E+01    0.21368853E+00
    0.29897732E+01    0.22428413E+00
    0.29952307E+01    0.23603366E+00
    0.29992588E+01    0.24869864E+00
    0.30017469E+01    0.26199040E+00
    0.30026311E+01    0.27560162E+00
    0.30018950E+01    0.28921440E+00
    0.29995697E+01    0.30252021E+00
    0.29957160E+01    0.31526192E+00
    0.29904314E+01    0.32716901E+00
    0.29838513E+01    0.33798768E+00
    0.29761267E+01    0.34751546E+00
    0.29674331E+01    0.35557302E+00
    0.29579671E+01    0.36201247E+00
    0.29479297E+01    0.36672945E+00
    0.29375293E+01    0.36965472E+00
    0.29269727E+01    0.37075553E+00
    0.29164607E+01    0.37003311E+00
    0.29061948E+01    0.36752113E+00
    0.28963681E+01    0.36328622E+00
    0.28871593E+01    0.35742546E+00
    0.28787219E+01    0.35005265E+00
    0.28712092E+01    0.34131484E+00
    0.28647578E+01    0.33138840E+00
    0.28594799E+01    0.32046936E+00
    0.28554605E+01    0.30875965E+00
    0.28527668E+01    0.29648813E+00
    0.28514389E+01    0.28391025E+00
    0.28514810E+01    0.27128179E+00
    0.28528705E+01    0.25881511E+00
    0.28556114E+01    0.24656780E+00
    0.28596601E+01    0.23484713E+00
    0.28649181E+01    0.22393682E+00
    0.28712901E+01    0.21401422E+00
    0.28787463E+01    0.20516191E+00
    0.28871261E+01    0.19761958E+00
    0.28962279E+01    0.19157470E+00
    0.29059876E+01    0.18708943E+00
    0.29162064E+01    0.18429554E+00
    0.29266289E+01    0.18327642E+00
    0.29372028E+01    0.18407020E+00
    0.29476309E+01    0.18670391E+00
    0.29576485E+01    0.19112188E+00
    0.29670793E+01    0.19724972E+00
    0.29758183E+01    0.20506231E+00
    0.29836261E+01    0.21442135E+00
    0.29902895E+01    0.22512881E+00
    0.29956410E+01    0.23696016E+00
    0.29995515E+01    0.24967686E+00
    0.30019198E+01    0.26300770E+00
