 #  R                 Z
    0.29955101E+01    0.31268996E+00
    0.29896383E+01    0.32421812E+00
    0.29825640E+01    0.33443384E+00
    0.29743236E+01    0.34336255E+00
    0.29652901E+01    0.35061314E+00
    0.29556873E+01    0.35612419E+00
    0.29457238E+01    0.35987346E+00
    0.29353298E+01    0.36191055E+00
    0.29249803E+01    0.36212693E+00
    0.29150644E+01    0.36063238E+00
    0.29052358E+01    0.35742199E+00
    0.28958570E+01    0.35254351E+00
    0.28871543E+01    0.34611025E+00
    0.28793463E+01    0.33832571E+00
    0.28726550E+01    0.32955432E+00
    0.28668384E+01    0.31944075E+00
    0.28622810E+01    0.30869922E+00
    0.28588610E+01    0.29694436E+00
    0.28567723E+01    0.28475849E+00
    0.28560412E+01    0.27220619E+00
    0.28567300E+01    0.25945239E+00
    0.28588476E+01    0.24686984E+00
    0.28622844E+01    0.23491404E+00
    0.28670055E+01    0.22364736E+00
    0.28729749E+01    0.21321719E+00
    0.28801009E+01    0.20385013E+00
    0.28881263E+01    0.19585739E+00
    0.28969519E+01    0.18931683E+00
    0.29063445E+01    0.18437191E+00
    0.29160788E+01    0.18108750E+00
    0.29260932E+01    0.17946752E+00
    0.29362743E+01    0.17955733E+00
    0.29464484E+01    0.18140080E+00
    0.29563937E+01    0.18500453E+00
    0.29658958E+01    0.19033296E+00
    0.29747161E+01    0.19728555E+00
    0.29826685E+01    0.20573909E+00
    0.29895745E+01    0.21553102E+00
    0.29952830E+01    0.22647689E+00
    0.29996889E+01    0.23843817E+00
    0.30026681E+01    0.25122306E+00
    0.30040958E+01    0.26450433E+00
    0.30039139E+01    0.27791662E+00
    0.30021265E+01    0.29119121E+00
    0.29987509E+01    0.30411178E+00
    0.29939058E+01    0.31620052E+00
    0.29877326E+01    0.32722692E+00
    0.29801760E+01    0.33728229E+00
    0.29717247E+01    0.34566298E+00
    0.29626086E+01    0.35232629E+00
    0.29527424E+01    0.35741009E+00
    0.29425779E+01    0.36067314E+00
    0.29324933E+01    0.36211781E+00
    0.29221056E+01    0.36184217E+00
    0.29119093E+01    0.35978013E+00
    0.29021259E+01    0.35599628E+00
    0.28929394E+01    0.35059219E+00
    0.28845513E+01    0.34373605E+00
    0.28772151E+01    0.33576933E+00
    0.28706715E+01    0.32639785E+00
    0.28653115E+01    0.31619463E+00
    0.28610566E+01    0.30498911E+00
    0.28580807E+01    0.29322949E+00
    0.28564037E+01    0.28081717E+00
    0.28561238E+01    0.26809134E+00
    0.28572355E+01    0.25554141E+00
    0.28597094E+01    0.24330455E+00
