 #  R                 Z
    0.34725016E+01   -0.22307784E+00
    0.22952758E+01    0.78907762E+00
    0.29446963E+01   -0.64441770E+00
    0.25700441E+01    0.11226201E+01
    0.25375673E+01   -0.54108832E+00
    0.30244311E+01    0.11705998E+01
    0.22809333E+01   -0.15772429E+00
    0.35290051E+01    0.64962287E+00
    0.22009052E+01    0.35537692E+00
    0.34232919E+01   -0.30359581E+00
    0.23161546E+01    0.83390531E+00
    0.28929778E+01   -0.65208493E+00
    0.26098764E+01    0.11442486E+01
    0.25036198E+01   -0.51130858E+00
    0.30808610E+01    0.11493586E+01
    0.22633253E+01   -0.10664922E+00
    0.35610672E+01    0.54985084E+00
    0.22040569E+01    0.41016470E+00
    0.33697878E+01   -0.37474808E+00
    0.23388979E+01    0.87662217E+00
    0.28436809E+01   -0.65448851E+00
    0.26516161E+01    0.11625443E+01
    0.24713948E+01   -0.47882418E+00
    0.31377217E+01    0.11216124E+01
    0.22479319E+01   -0.54770737E-01
    0.35834894E+01    0.44523322E+00
    0.22093657E+01    0.46377172E+00
    0.33139384E+01   -0.43613616E+00
    0.23632646E+01    0.91682371E+00
    0.27970602E+01   -0.65213720E+00
    0.26949783E+01    0.11772932E+01
    0.24409566E+01   -0.44395923E+00
    0.31945776E+01    0.10870306E+01
    0.22347391E+01   -0.23512591E-02
    0.35954432E+01    0.33788341E+00
    0.22167538E+01    0.51622802E+00
    0.32568343E+01   -0.48847619E+00
    0.23893069E+01    0.95466063E+00
    0.27527318E+01   -0.64549992E+00
    0.27401107E+01    0.11884336E+01
    0.24120903E+01   -0.40667460E+00
    0.32513679E+01    0.10449222E+01
    0.22236238E+01    0.50873294E-01
    0.35965224E+01    0.22922877E+00
    0.22262256E+01    0.56786505E+00
    0.31989685E+01   -0.53272776E+00
    0.24172726E+01    0.99041154E+00
    0.27101359E+01   -0.63482656E+00
    0.27874347E+01    0.11958069E+01
    0.23845234E+01   -0.36665487E+00
    0.33081137E+01    0.99413051E+00
    0.22145177E+01    0.10534807E+00
    0.35864289E+01    0.12031165E+00
    0.22379159E+01    0.61921787E+00
    0.31403864E+01   -0.56977576E+00
    0.24476308E+01    0.10244004E+01
    0.26686338E+01   -0.62010079E+00
    0.28375744E+01    0.11990341E+01
    0.23580334E+01   -0.32340094E+00
    0.33646003E+01    0.93308062E+00
    0.22074459E+01    0.16159295E+00
    0.35649206E+01    0.12365102E-01
    0.22520393E+01    0.67062449E+00
    0.30811574E+01   -0.60009343E+00
    0.24808725E+01    0.10566914E+01
    0.26278864E+01   -0.60116137E+00
    0.28908840E+01    0.11974270E+01
    0.23326943E+01   -0.27665888E+00
    0.34197669E+01    0.86039171E+00
    0.22025808E+01    0.21963899E+00
    0.35321820E+01   -0.92433687E-01
    0.22687689E+01    0.72193852E+00
    0.30218027E+01   -0.62371930E+00
    0.25172955E+01    0.10869790E+01
    0.25879248E+01   -0.57789921E+00
    0.29473662E+01    0.11901124E+01
    0.23087865E+01   -0.22649136E+00
    0.34716769E+01    0.77536331E+00
    0.22001402E+01    0.27909413E+00
    0.34891918E+01   -0.19137287E+00
    0.22881613E+01    0.77260700E+00
    0.29632526E+01   -0.64056733E+00
    0.25568496E+01    0.11146498E+01
    0.25491212E+01   -0.55044968E+00
    0.30063592E+01    0.11762697E+01
    0.22868138E+01   -0.17359194E+00
    0.35175651E+01    0.67884191E+00
    0.22002955E+01    0.33900110E+00
    0.34380041E+01   -0.28149673E+00
    0.23100386E+01    0.82168321E+00
    0.29066471E+01   -0.65071273E+00
    0.25991730E+01    0.11390273E+01
    0.25119611E+01   -0.51922984E+00
    0.30669811E+01    0.11552942E+01
    0.22671716E+01   -0.11880728E+00
    0.35546848E+01    0.57301031E+00
    0.22030800E+01    0.39837418E+00
    0.33811993E+01   -0.36087867E+00
    0.23341255E+01    0.86837879E+00
    0.28527942E+01   -0.65457032E+00
    0.26438230E+01    0.11596099E+01
    0.24767484E+01   -0.48472890E+00
    0.31283998E+01    0.11267587E+01
    0.22500578E+01   -0.62846125E-01
    0.35809543E+01    0.46066068E+00
    0.22084156E+01    0.45658898E+00
    0.33211000E+01   -0.42903293E+00
    0.23602151E+01    0.91231562E+00
    0.28019274E+01   -0.65276198E+00
    0.26905020E+01    0.11761206E+01
    0.24435559E+01   -0.44732304E+00
