 #  R                 Z
    0.30000808E+01    0.23932946E+00
    0.29869526E+01    0.27480508E+00
    0.29637307E+01    0.29886282E+00
    0.29355323E+01    0.30689125E+00
    0.29082933E+01    0.29773917E+00
    0.28871681E+01    0.27368814E+00
    0.28759415E+01    0.23965801E+00
    0.28764879E+01    0.20218611E+00
    0.28887224E+01    0.16821387E+00
    0.29105129E+01    0.14437523E+00
    0.29380389E+01    0.13545973E+00
    0.29660196E+01    0.14378158E+00
    0.29885521E+01    0.16812677E+00
    0.30006230E+01    0.20376621E+00
    0.29993573E+01    0.24313723E+00
    0.29850681E+01    0.27776264E+00
    0.29610724E+01    0.30043389E+00
    0.29327528E+01    0.30675515E+00
    0.29058626E+01    0.29598478E+00
    0.28855978E+01    0.27074871E+00
    0.28754513E+01    0.23603338E+00
    0.28771703E+01    0.19861843E+00
    0.28904609E+01    0.16535321E+00
    0.29130426E+01    0.14275919E+00
    0.29408695E+01    0.13548977E+00
    0.29685549E+01    0.14548976E+00
    0.29902798E+01    0.17122789E+00
    0.30011151E+01    0.20755219E+00
    0.29985149E+01    0.24685637E+00
    0.29831000E+01    0.28059104E+00
    0.29584171E+01    0.30181760E+00
    0.29299682E+01    0.30645553E+00
    0.29035236E+01    0.29410890E+00
    0.28840927E+01    0.26765334E+00
    0.28750793E+01    0.23242001E+00
    0.28779808E+01    0.19502045E+00
    0.28922741E+01    0.16261430E+00
    0.29155853E+01    0.14131502E+00
    0.29436733E+01    0.13568723E+00
    0.29710194E+01    0.14733939E+00
    0.29918845E+01    0.17439994E+00
    0.30014823E+01    0.21141577E+00
    0.29975494E+01    0.25051828E+00
    0.29810054E+01    0.28334546E+00
    0.29557363E+01    0.30303981E+00
    0.29271999E+01    0.30598744E+00
    0.29012699E+01    0.29211501E+00
    0.28827079E+01    0.26451372E+00
    0.28748205E+01    0.22879142E+00
    0.28788833E+01    0.19154701E+00
    0.28942086E+01    0.15993194E+00
    0.29181928E+01    0.14001137E+00
    0.29464598E+01    0.13605021E+00
    0.29734482E+01    0.14936128E+00
    0.29933710E+01    0.17764515E+00
    0.30017146E+01    0.21526326E+00
    0.29964704E+01    0.25409501E+00
    0.29788670E+01    0.28592073E+00
    0.29530088E+01    0.30410609E+00
    0.29244746E+01    0.30536271E+00
    0.28990469E+01    0.28995230E+00
    0.28814339E+01    0.26131723E+00
    0.28746731E+01    0.22506373E+00
    0.28798866E+01    0.18814742E+00
    0.28962304E+01    0.15736092E+00
    0.29208220E+01    0.13886948E+00
    0.29492073E+01    0.13657279E+00
    0.29757812E+01    0.15150337E+00
    0.29947623E+01    0.18101697E+00
    0.30018159E+01    0.21911071E+00
    0.29952519E+01    0.25766512E+00
    0.29766531E+01    0.28836420E+00
    0.29502424E+01    0.30501416E+00
    0.29218057E+01    0.30458495E+00
    0.28969248E+01    0.28768525E+00
    0.28802686E+01    0.25806449E+00
    0.28746434E+01    0.22140985E+00
    0.28810034E+01    0.18477887E+00
    0.28982897E+01    0.15495713E+00
    0.29235064E+01    0.13787580E+00
    0.29519899E+01    0.13727270E+00
    0.29780379E+01    0.15377980E+00
    0.29960317E+01    0.18445629E+00
    0.30017876E+01    0.22293959E+00
    0.29939390E+01    0.26109904E+00
    0.29743603E+01    0.29067745E+00
    0.29474853E+01    0.30574895E+00
    0.29191351E+01    0.30364013E+00
    0.28948864E+01    0.28530516E+00
    0.28791849E+01    0.25467215E+00
    0.28747264E+01    0.21777517E+00
    0.28822415E+01    0.18143298E+00
    0.29004168E+01    0.15267968E+00
    0.29261669E+01    0.13705630E+00
    0.29547109E+01    0.13812646E+00
    0.29802164E+01    0.15618945E+00
    0.29971761E+01    0.18794787E+00
    0.30016270E+01    0.22682453E+00
    0.29925131E+01    0.26445484E+00
    0.29719723E+01    0.29287448E+00
    0.29447343E+01    0.30631669E+00
    0.29165155E+01    0.30254258E+00
    0.28929495E+01    0.28283413E+00
    0.28782265E+01    0.25127692E+00
    0.28749216E+01    0.21414087E+00
    0.28835550E+01    0.17822768E+00
    0.29026515E+01    0.15048999E+00
    0.29289173E+01    0.13637736E+00
    0.29574044E+01    0.13914214E+00
    0.29823324E+01    0.15875405E+00
    0.29981978E+01    0.19149155E+00
    0.30013386E+01    0.23064920E+00
    0.29909904E+01    0.26769864E+00
    0.29695601E+01    0.29489500E+00
    0.29419578E+01    0.30672565E+00
    0.29139522E+01    0.30129916E+00
    0.28910601E+01    0.28020200E+00
    0.28773805E+01    0.24784869E+00
    0.28752364E+01    0.21044660E+00
    0.28849600E+01    0.17511315E+00
    0.29049584E+01    0.14842946E+00
    0.29316535E+01    0.13586701E+00
    0.29600350E+01    0.14030349E+00
    0.29843355E+01    0.16140862E+00
    0.29991068E+01    0.19512549E+00
    0.30009234E+01    0.23444354E+00
    0.29893323E+01    0.27090796E+00
    0.29670916E+01    0.29676747E+00
    0.29391572E+01    0.30697069E+00
    0.29114647E+01    0.29992403E+00
    0.28892759E+01    0.27748831E+00
    0.28766478E+01    0.24440215E+00
    0.28756563E+01    0.20685080E+00
    0.28864669E+01    0.17206598E+00
    0.29072880E+01    0.14653651E+00
    0.29344192E+01    0.13551721E+00
    0.29626813E+01    0.14164886E+00
    0.29862511E+01    0.16418497E+00
    0.29998923E+01    0.19881571E+00
    0.30003844E+01    0.23819511E+00
    0.29876000E+01    0.27396587E+00
    0.29645790E+01    0.29848880E+00
    0.29363962E+01    0.30705162E+00
    0.29090055E+01    0.29839039E+00
    0.28875901E+01    0.27468628E+00
    0.28760086E+01    0.24082914E+00
    0.28761854E+01    0.20328583E+00
    0.28880969E+01    0.16905441E+00
    0.29096712E+01    0.14478233E+00
    0.29371413E+01    0.13533317E+00
    0.29652413E+01    0.14312691E+00
    0.29880583E+01    0.16705116E+00
    0.30005452E+01    0.20250624E+00
    0.29997164E+01    0.24193744E+00
    0.29857743E+01    0.27691473E+00
    0.29619798E+01    0.30008276E+00
    0.29336478E+01    0.30696985E+00
    0.29065874E+01    0.29670512E+00
    0.28860140E+01    0.27182251E+00
    0.28754890E+01    0.23726819E+00
    0.28768172E+01    0.19978280E+00
    0.28897825E+01    0.16620045E+00
    0.29121328E+01    0.14315028E+00
    0.29399072E+01    0.13530696E+00
    0.29677575E+01    0.14475953E+00
    0.29898002E+01    0.17007944E+00
    0.30010741E+01    0.20623669E+00
    0.29989226E+01    0.24564352E+00
    0.29838713E+01    0.27973078E+00
    0.29593754E+01    0.30150058E+00
    0.29309278E+01    0.30673256E+00
    0.29042658E+01    0.29490617E+00
    0.28845161E+01    0.26884316E+00
    0.28750825E+01    0.23369907E+00
    0.28775720E+01    0.19624270E+00
    0.28915453E+01    0.16345849E+00
    0.29146509E+01    0.14165895E+00
    0.29426799E+01    0.13544393E+00
    0.29701936E+01    0.14652201E+00
    0.29914155E+01    0.17316394E+00
    0.30014763E+01    0.20997975E+00
    0.29980175E+01    0.24925829E+00
    0.29818598E+01    0.28246108E+00
    0.29567328E+01    0.30276663E+00
    0.29281812E+01    0.30632816E+00
    0.29020069E+01    0.29297688E+00
    0.28831011E+01    0.26574730E+00
    0.28747887E+01    0.23014365E+00
    0.28784312E+01    0.19276636E+00
    0.28933860E+01    0.16082464E+00
    0.29171617E+01    0.14034173E+00
    0.29454328E+01    0.13574193E+00
    0.29725939E+01    0.14844541E+00
    0.29929264E+01    0.17634168E+00
    0.30017564E+01    0.21380136E+00
    0.29969938E+01    0.25281932E+00
    0.29797555E+01    0.28508110E+00
    0.29540819E+01    0.30386559E+00
    0.29254891E+01    0.30577325E+00
    0.28998364E+01    0.29093769E+00
    0.28818075E+01    0.26262337E+00
    0.28746029E+01    0.22655851E+00
    0.28793831E+01    0.18938613E+00
    0.28953356E+01    0.15825904E+00
    0.29197566E+01    0.13914932E+00
    0.29481658E+01    0.13619923E+00
    0.29749406E+01    0.15051963E+00
    0.29943229E+01    0.17959056E+00
    0.30019061E+01    0.21759025E+00
    0.29958640E+01    0.25629010E+00
    0.29776080E+01    0.28753312E+00
    0.29513923E+01    0.30481668E+00
    0.29228278E+01    0.30506155E+00
    0.28977034E+01    0.28874314E+00
    0.28806143E+01    0.25943155E+00
    0.28745267E+01    0.22289371E+00
    0.28804342E+01    0.18607030E+00
    0.28973775E+01    0.15579205E+00
    0.29223653E+01    0.13811646E+00
    0.29508477E+01    0.13680663E+00
    0.29771850E+01    0.15269976E+00
    0.29956127E+01    0.18292543E+00
    0.30019297E+01    0.22137317E+00
    0.29946057E+01    0.25973586E+00
    0.29753798E+01    0.28986425E+00
    0.29486550E+01    0.30561422E+00
    0.29202149E+01    0.30420583E+00
    0.28956492E+01    0.28643114E+00
    0.28795296E+01    0.25619942E+00
    0.28745627E+01    0.21928781E+00
    0.28815807E+01    0.18282640E+00
    0.28994515E+01    0.15349049E+00
    0.29250188E+01    0.13723051E+00
    0.29535581E+01    0.13758410E+00
    0.29793703E+01    0.15502641E+00
    0.29968052E+01    0.18637951E+00
    0.30018278E+01    0.22515022E+00
    0.29932384E+01    0.26309824E+00
    0.29731004E+01    0.29204854E+00
    0.29459390E+01    0.30624585E+00
    0.29176459E+01    0.30320176E+00
    0.28936958E+01    0.28402996E+00
    0.28785397E+01    0.25288617E+00
    0.28747076E+01    0.21570512E+00
    0.28828462E+01    0.17959563E+00
    0.29015937E+01    0.15130911E+00
    0.29276771E+01    0.13650383E+00
    0.29562342E+01    0.13851759E+00
    0.29814570E+01    0.15745407E+00
    0.29978645E+01    0.18984595E+00
    0.30016031E+01    0.22889655E+00
    0.29917820E+01    0.26633818E+00
    0.29707437E+01    0.29410893E+00
    0.29432107E+01    0.30671740E+00
    0.29150851E+01    0.30203942E+00
    0.28918210E+01    0.28152008E+00
    0.28776435E+01    0.24947610E+00
    0.28749599E+01    0.21214579E+00
    0.28842102E+01    0.17643879E+00
    0.29037865E+01    0.14926402E+00
    0.29303341E+01    0.13593429E+00
    0.29588599E+01    0.13959850E+00
    0.29834682E+01    0.16000896E+00
    0.29988084E+01    0.19337311E+00
    0.30012507E+01    0.23267150E+00
    0.29902204E+01    0.26949737E+00
    0.29683091E+01    0.29604431E+00
    0.29404940E+01    0.30703204E+00
    0.29125766E+01    0.30073095E+00
    0.28900455E+01    0.27892932E+00
    0.28768647E+01    0.24606370E+00
    0.28753175E+01    0.20861637E+00
    0.28856465E+01    0.17340829E+00
    0.29060684E+01    0.14732087E+00
    0.29330394E+01    0.13551284E+00
    0.29614523E+01    0.14083300E+00
    0.29854172E+01    0.16271505E+00
    0.29996341E+01    0.19695183E+00
    0.30007740E+01    0.23641826E+00
    0.29885731E+01    0.27253900E+00
    0.29658537E+01    0.29781292E+00
    0.29377887E+01    0.30718787E+00
    0.29101445E+01    0.29929927E+00
    0.28883465E+01    0.27622811E+00
    0.28761941E+01    0.24262440E+00
    0.28757876E+01    0.20506376E+00
    0.28871711E+01    0.17046448E+00
    0.29084239E+01    0.14549834E+00
    0.29357658E+01    0.13524805E+00
    0.29639826E+01    0.14220607E+00
    0.29872538E+01    0.16550012E+00
    0.30003350E+01    0.20054426E+00
    0.30001838E+01    0.24008129E+00
    0.29868257E+01    0.27549148E+00
    0.29633512E+01    0.29943498E+00
    0.29350631E+01    0.30719095E+00
    0.29077630E+01    0.29772715E+00
    0.28867147E+01    0.27339787E+00
    0.28756317E+01    0.23916757E+00
    0.28763692E+01    0.20151935E+00
    0.28887748E+01    0.16762247E+00
    0.29108069E+01    0.14383077E+00
    0.29384729E+01    0.13514223E+00
    0.29664629E+01    0.14372152E+00
    0.29889924E+01    0.16838068E+00
    0.30009236E+01    0.20421719E+00
    0.29994710E+01    0.24372720E+00
    0.29849668E+01    0.27837063E+00
    0.29608104E+01    0.30091069E+00
    0.29323380E+01    0.30703389E+00
    0.29054542E+01    0.29603537E+00
    0.28851894E+01    0.27050358E+00
    0.28751765E+01    0.23569811E+00
    0.28770470E+01    0.19806261E+00
    0.28904635E+01    0.16487013E+00
    0.29132172E+01    0.14231263E+00
    0.29411934E+01    0.13519165E+00
    0.29689297E+01    0.14540494E+00
    0.29906414E+01    0.17137389E+00
    0.30013915E+01    0.20793834E+00
    0.29986435E+01    0.24731482E+00
    0.29830331E+01    0.28111996E+00
    0.29582483E+01    0.30222802E+00
    0.29296612E+01    0.30672730E+00
    0.29032086E+01    0.29421759E+00
    0.28837668E+01    0.26754718E+00
    0.28748236E+01    0.23217720E+00
    0.28778253E+01    0.19465649E+00
    0.28922621E+01    0.16217319E+00
    0.29156960E+01    0.14091932E+00
    0.29438978E+01    0.13539616E+00
    0.29713298E+01    0.14722308E+00
    0.29921774E+01    0.17443388E+00
