 #  R                 Z
    0.29965005E+01    0.31297297E+00
    0.29915297E+01    0.32511235E+00
    0.29852196E+01    0.33618341E+00
    0.29777150E+01    0.34598821E+00
    0.29691850E+01    0.35434195E+00
    0.29598313E+01    0.36108067E+00
    0.29526273E+01    0.36490060E+00
    0.29423354E+01    0.36859995E+00
    0.29318060E+01    0.37045580E+00
    0.29212431E+01    0.37046004E+00
    0.29108539E+01    0.36863664E+00
    0.29008397E+01    0.36504403E+00
    0.28913957E+01    0.35977753E+00
    0.28826872E+01    0.35295567E+00
    0.28748674E+01    0.34472357E+00
    0.28680728E+01    0.33525156E+00
    0.28624143E+01    0.32472122E+00
    0.28579858E+01    0.31333353E+00
    0.28548609E+01    0.30130683E+00
    0.28530855E+01    0.28884548E+00
    0.28526912E+01    0.27619080E+00
    0.28536818E+01    0.26357960E+00
    0.28560372E+01    0.25124018E+00
    0.28597278E+01    0.23936563E+00
    0.28646896E+01    0.22819961E+00
    0.28708394E+01    0.21795346E+00
    0.28780784E+01    0.20881825E+00
    0.28862862E+01    0.20097449E+00
    0.28953114E+01    0.19459209E+00
    0.29050395E+01    0.18978796E+00
    0.29151642E+01    0.18672480E+00
    0.29256345E+01    0.18543230E+00
    0.29362082E+01    0.18598248E+00
    0.29466697E+01    0.18839455E+00
    0.29567838E+01    0.19263826E+00
    0.29663627E+01    0.19866516E+00
    0.29751650E+01    0.20635181E+00
    0.29830076E+01    0.21556390E+00
    0.29897103E+01    0.22612337E+00
    0.29951072E+01    0.23780119E+00
    0.29990775E+01    0.25037691E+00
    0.30015123E+01    0.26354099E+00
    0.30023582E+01    0.27703923E+00
    0.30015904E+01    0.29055745E+00
    0.29992299E+01    0.30379167E+00
    0.29953269E+01    0.31648131E+00
    0.29899853E+01    0.32831757E+00
    0.29833345E+01    0.33905759E+00
    0.29755271E+01    0.34848927E+00
    0.29667499E+01    0.35641901E+00
    0.29571984E+01    0.36270230E+00
    0.29470850E+01    0.36722884E+00
    0.29366273E+01    0.36993009E+00
    0.29260424E+01    0.37077790E+00
    0.29155404E+01    0.36978111E+00
    0.29053228E+01    0.36698297E+00
    0.28955855E+01    0.36246052E+00
    0.28865143E+01    0.35632588E+00
    0.28782645E+01    0.34871066E+00
    0.28709813E+01    0.33977478E+00
    0.28647855E+01    0.32969318E+00
    0.28597833E+01    0.31866598E+00
    0.28560521E+01    0.30689210E+00
    0.28536521E+01    0.29458234E+00
    0.28526252E+01    0.28197949E+00
    0.28529850E+01    0.26930805E+00
    0.28547225E+01    0.25680646E+00
    0.28578103E+01    0.24468533E+00
    0.28622063E+01    0.23315285E+00
    0.28678311E+01    0.22245025E+00
    0.28745930E+01    0.21277530E+00
    0.28823831E+01    0.20431143E+00
    0.28910561E+01    0.19724101E+00
    0.29005065E+01    0.19168561E+00
    0.29104887E+01    0.18781542E+00
    0.29208074E+01    0.18570746E+00
    0.29313920E+01    0.18541018E+00
    0.29419458E+01    0.18697578E+00
    0.29522533E+01    0.19039387E+00
    0.29621115E+01    0.19562209E+00
    0.29712989E+01    0.20257257E+00
    0.29796156E+01    0.21112278E+00
    0.29868647E+01    0.22110039E+00
    0.29928824E+01    0.23231262E+00
    0.29975209E+01    0.24451983E+00
    0.30006686E+01    0.25746804E+00
    0.30022452E+01    0.27086633E+00
    0.30022124E+01    0.28442046E+00
    0.30005709E+01    0.29783421E+00
    0.29973590E+01    0.31081814E+00
    0.29926517E+01    0.32309292E+00
    0.29865750E+01    0.33436890E+00
    0.29792666E+01    0.34443169E+00
    0.29708996E+01    0.35307441E+00
    0.29616678E+01    0.36013008E+00
    0.29517746E+01    0.36547342E+00
    0.29414323E+01    0.36901716E+00
    0.29308710E+01    0.37071157E+00
    0.29202938E+01    0.37055188E+00
    0.29099138E+01    0.36856554E+00
    0.28999246E+01    0.36481366E+00
    0.28905217E+01    0.35939452E+00
    0.28818703E+01    0.35242969E+00
    0.28741216E+01    0.34406628E+00
    0.28674099E+01    0.33447552E+00
    0.28618460E+01    0.32384193E+00
    0.28575217E+01    0.31236884E+00
    0.28545077E+01    0.30027339E+00
    0.28528491E+01    0.28775962E+00
    0.28525756E+01    0.27508299E+00
    0.28536879E+01    0.26246325E+00
    0.28561653E+01    0.25013314E+00
    0.28599755E+01    0.23829022E+00
    0.28650545E+01    0.22717201E+00
    0.28713158E+01    0.21699418E+00
    0.28786561E+01    0.20794867E+00
    0.28869587E+01    0.20020873E+00
    0.28960693E+01    0.19394524E+00
    0.29058702E+01    0.18927584E+00
    0.29160492E+01    0.18635996E+00
    0.29265737E+01    0.18522484E+00
    0.29371660E+01    0.18594229E+00
    0.29476192E+01    0.18852223E+00
    0.29577180E+01    0.19293736E+00
    0.29672506E+01    0.19912583E+00
    0.29759932E+01    0.20696939E+00
    0.29837612E+01    0.21633217E+00
    0.29903666E+01    0.22702150E+00
    0.29956515E+01    0.23881191E+00
    0.29994957E+01    0.25147421E+00
    0.30017956E+01    0.26470557E+00
    0.30024997E+01    0.27824415E+00
    0.30015864E+01    0.29178085E+00
    0.29990809E+01    0.30500296E+00
    0.29950393E+01    0.31764615E+00
    0.29895654E+01    0.32941712E+00
    0.29827926E+01    0.34006947E+00
    0.29748763E+01    0.34939264E+00
    0.29668452E+01    0.35655495E+00
    0.29572772E+01    0.36285388E+00
    0.29471452E+01    0.36739326E+00
    0.29366671E+01    0.37010406E+00
    0.29260627E+01    0.37095762E+00
    0.29155408E+01    0.36996329E+00
    0.29053039E+01    0.36716448E+00
    0.28955470E+01    0.36263790E+00
    0.28864570E+01    0.35649591E+00
    0.28781896E+01    0.34887042E+00
    0.28708901E+01    0.33992153E+00
    0.28646795E+01    0.32982403E+00
    0.28596644E+01    0.31877867E+00
    0.28559228E+01    0.30698622E+00
    0.28535140E+01    0.29465511E+00
    0.28524808E+01    0.28203211E+00
    0.28528360E+01    0.26934073E+00
    0.28545706E+01    0.25681793E+00
    0.28576595E+01    0.24466859E+00
    0.28620576E+01    0.23311356E+00
    0.28676866E+01    0.22238869E+00
    0.28744568E+01    0.21268958E+00
    0.28822554E+01    0.20420557E+00
    0.28909360E+01    0.19711819E+00
    0.29004101E+01    0.19153916E+00
    0.29104274E+01    0.18764868E+00
    0.29207720E+01    0.18553118E+00
    0.29313766E+01    0.18522970E+00
    0.29419512E+01    0.18679472E+00
    0.29522793E+01    0.19021586E+00
    0.29621583E+01    0.19545113E+00
    0.29713658E+01    0.20241269E+00
    0.29797007E+01    0.21097713E+00
    0.29869663E+01    0.22097238E+00
    0.29929979E+01    0.23220442E+00
    0.29976484E+01    0.24443590E+00
    0.30008048E+01    0.25741015E+00
    0.30023866E+01    0.27083270E+00
    0.30023560E+01    0.28441263E+00
    0.30007136E+01    0.29785276E+00
    0.29974981E+01    0.31086099E+00
    0.29927848E+01    0.32315872E+00
    0.29866993E+01    0.33445715E+00
    0.29793798E+01    0.34454040E+00
    0.29709992E+01    0.35320189E+00
    0.29617520E+01    0.36027385E+00
    0.29518417E+01    0.36563074E+00
    0.29414814E+01    0.36918493E+00
    0.29309007E+01    0.37088674E+00
    0.29203049E+01    0.37073119E+00
    0.29099058E+01    0.36874595E+00
    0.28998979E+01    0.36499216E+00
    0.28904757E+01    0.35956748E+00
    0.28818061E+01    0.35259419E+00
    0.28740411E+01    0.34422004E+00
    0.28673135E+01    0.33461484E+00
    0.28617355E+01    0.32396421E+00
    0.28573993E+01    0.31247247E+00
    0.28543754E+01    0.30035613E+00
    0.28527095E+01    0.28782316E+00
    0.28524304E+01    0.27512657E+00
    0.28535388E+01    0.26248699E+00
    0.28560155E+01    0.25013025E+00
    0.28598271E+01    0.23826317E+00
    0.28649085E+01    0.22712402E+00
    0.28711760E+01    0.21692251E+00
    0.28785248E+01    0.20785488E+00
    0.28868372E+01    0.20009490E+00
    0.28959670E+01    0.19380870E+00
    0.29057909E+01    0.18912059E+00
    0.29160022E+01    0.18618996E+00
    0.29265538E+01    0.18504845E+00
    0.29371668E+01    0.18576455E+00
    0.29476403E+01    0.18834669E+00
    0.29577590E+01    0.19276762E+00
    0.29673108E+01    0.19896547E+00
    0.29760716E+01    0.20682192E+00
    0.29838560E+01    0.21620065E+00
    0.29904761E+01    0.22690914E+00
    0.29957733E+01    0.23872166E+00
    0.29996268E+01    0.25140782E+00
    0.30019332E+01    0.26466467E+00
    0.30026403E+01    0.27822915E+00
    0.30017272E+01    0.29179100E+00
    0.29992187E+01    0.30503817E+00
    0.29951715E+01    0.31770499E+00
    0.29896897E+01    0.32949803E+00
    0.29829060E+01    0.34017162E+00
    0.29749770E+01    0.34951340E+00
    0.29660913E+01    0.35733426E+00
    0.29564474E+01    0.36349094E+00
    0.29462581E+01    0.36787730E+00
    0.29357406E+01    0.37042801E+00
    0.29251172E+01    0.37111757E+00
    0.29145930E+01    0.36995905E+00
    0.29043758E+01    0.36699936E+00
    0.28946538E+01    0.36231695E+00
    0.28856147E+01    0.35602772E+00
    0.28774122E+01    0.34826513E+00
    0.28701915E+01    0.33919258E+00
    0.28640712E+01    0.32898516E+00
    0.28591544E+01    0.31784143E+00
    0.28555221E+01    0.30597390E+00
    0.28532292E+01    0.29358907E+00
    0.28523154E+01    0.28092753E+00
    0.28527924E+01    0.26822381E+00
    0.28546490E+01    0.25570351E+00
    0.28578619E+01    0.24356761E+00
    0.28623762E+01    0.23206150E+00
    0.28681204E+01    0.22139537E+00
    0.28749946E+01    0.21178045E+00
    0.28828901E+01    0.20339524E+00
    0.28916611E+01    0.19641976E+00
    0.29012177E+01    0.19096766E+00
    0.29112990E+01    0.18722056E+00
    0.29217081E+01    0.18525565E+00
    0.29323416E+01    0.18512144E+00
    0.29429142E+01    0.18685613E+00
    0.29532297E+01    0.19044822E+00
    0.29630805E+01    0.19585513E+00
    0.29722340E+01    0.20297894E+00
    0.29804930E+01    0.21169185E+00
    0.29876673E+01    0.22182378E+00
    0.29935918E+01    0.23317538E+00
    0.29981235E+01    0.24551411E+00
    0.30011461E+01    0.25856010E+00
    0.30025873E+01    0.27203325E+00
    0.30024115E+01    0.28563901E+00
    0.30006226E+01    0.29907768E+00
    0.29972615E+01    0.31206246E+00
    0.29924124E+01    0.32429887E+00
    0.29861981E+01    0.33551896E+00
    0.29787625E+01    0.34550058E+00
    0.29702806E+01    0.35404177E+00
    0.29609462E+01    0.36097851E+00
    0.29509694E+01    0.36618561E+00
    0.29405640E+01    0.36958053E+00
    0.29299547E+01    0.37111861E+00
    0.29193503E+01    0.37079729E+00
    0.29089590E+01    0.36864756E+00
    0.28989814E+01    0.36473502E+00
    0.28896035E+01    0.35915793E+00
    0.28809937E+01    0.35204197E+00
    0.28733027E+01    0.34353769E+00
    0.28666607E+01    0.33381441E+00
    0.28611791E+01    0.32306153E+00
    0.28569494E+01    0.31148666E+00
    0.28540379E+01    0.29929975E+00
    0.28524918E+01    0.28672706E+00
    0.28523345E+01    0.27400333E+00
    0.28535659E+01    0.26136095E+00
    0.28561662E+01    0.24901402E+00
    0.28601004E+01    0.23717679E+00
    0.28652962E+01    0.22609741E+00
    0.28716739E+01    0.21596948E+00
    0.28791279E+01    0.20699033E+00
    0.28875311E+01    0.19934114E+00
    0.28967478E+01    0.19317611E+00
    0.29066376E+01    0.18862890E+00
    0.29169115E+01    0.18584659E+00
    0.29275044E+01    0.18486736E+00
    0.29381323E+01    0.18575252E+00
    0.29485969E+01    0.18850459E+00
    0.29586916E+01    0.19309519E+00
    0.29681997E+01    0.19945851E+00
    0.29768952E+01    0.20747003E+00
    0.29845967E+01    0.21699238E+00
    0.29911169E+01    0.22782872E+00
    0.29962997E+01    0.23975042E+00
    0.30000269E+01    0.25252930E+00
    0.30021959E+01    0.26584932E+00
    0.30027591E+01    0.27944807E+00
    0.30016999E+01    0.29301740E+00
    0.29990463E+01    0.30624737E+00
    0.29948566E+01    0.31887522E+00
    0.29892439E+01    0.33059470E+00
    0.29823364E+01    0.34117951E+00
    0.29743012E+01    0.35040671E+00
    0.29653198E+01    0.35810000E+00
    0.29556016E+01    0.36411157E+00
    0.29453541E+01    0.36834337E+00
    0.29348015E+01    0.37073141E+00
    0.29241604E+01    0.37125511E+00
    0.29136377E+01    0.36993046E+00
    0.29034378E+01    0.36680707E+00
    0.28937558E+01    0.36196900E+00
    0.28847702E+01    0.35553172E+00
    0.28766360E+01    0.34763209E+00
    0.28694953E+01    0.33843320E+00
    0.28634696E+01    0.32811954E+00
    0.28586558E+01    0.31688338E+00
    0.28551345E+01    0.30494141E+00
    0.28529588E+01    0.29249829E+00
    0.28521671E+01    0.27980693E+00
    0.28527676E+01    0.26708815E+00
    0.28547489E+01    0.25457082E+00
    0.28580845E+01    0.24246169E+00
    0.28627189E+01    0.23100026E+00
    0.28685747E+01    0.22040433E+00
    0.28755539E+01    0.21087543E+00
    0.28835434E+01    0.20259478E+00
    0.28924075E+01    0.19573191E+00
    0.29020371E+01    0.19041445E+00
    0.29121787E+01    0.18681328E+00
    0.29226493E+01    0.18500299E+00
    0.29333034E+01    0.18503640E+00
    0.29438808E+01    0.18694228E+00
    0.29541763E+01    0.19070376E+00
    0.29639875E+01    0.19627601E+00
    0.29730851E+01    0.20355923E+00
    0.29812687E+01    0.21242022E+00
    0.29883537E+01    0.22269145E+00
    0.29941678E+01    0.23415670E+00
    0.29985772E+01    0.24659032E+00
    0.30014675E+01    0.25971154E+00
    0.30027683E+01    0.27323825E+00
    0.30024470E+01    0.28686636E+00
    0.30005125E+01    0.30029692E+00
    0.29970097E+01    0.31324562E+00
    0.29920233E+01    0.32542685E+00
    0.29856812E+01    0.33656660E+00
    0.29781334E+01    0.34644212E+00
    0.29695494E+01    0.35486314E+00
    0.29601339E+01    0.36166040E+00
    0.29500921E+01    0.36671734E+00
    0.29396391E+01    0.36995359E+00
    0.29290036E+01    0.37132736E+00
    0.29183929E+01    0.37083978E+00
    0.29080133E+01    0.36852527E+00
    0.28980624E+01    0.36445145E+00
    0.28887320E+01    0.35872217E+00
    0.28801837E+01    0.35146296E+00
    0.28725690E+01    0.34282801E+00
    0.28660168E+01    0.33299076E+00
    0.28606348E+01    0.32213861E+00
    0.28565133E+01    0.31048172E+00
    0.28537169E+01    0.29823082E+00
    0.28522910E+01    0.28561296E+00
    0.28522573E+01    0.27286965E+00
    0.28536127E+01    0.26022499E+00
    0.28563386E+01    0.24788854E+00
    0.28603924E+01    0.23609493E+00
    0.28657054E+01    0.22507170E+00
    0.28721927E+01    0.21502139E+00
    0.28797418E+01    0.20614415E+00
    0.28882348E+01    0.19860665E+00
    0.28975384E+01    0.19256353E+00
    0.29074904E+01    0.18815920E+00
    0.29178255E+01    0.18552643E+00
    0.29284496E+01    0.18471032E+00
    0.29390881E+01    0.18576318E+00
    0.29495505E+01    0.18868666E+00
    0.29596179E+01    0.19344611E+00
    0.29690722E+01    0.19996794E+00
    0.29777046E+01    0.20813568E+00
    0.29853191E+01    0.21779555E+00
    0.29917375E+01    0.22875475E+00
    0.29968058E+01    0.24078476E+00
    0.30004038E+01    0.25364080E+00
    0.30024366E+01    0.26702026E+00
    0.30028577E+01    0.28065257E+00
    0.30016535E+01    0.29423143E+00
    0.29988561E+01    0.30744298E+00
    0.29945296E+01    0.32001913E+00
    0.29887864E+01    0.33166911E+00
    0.29817587E+01    0.34216175E+00
    0.29736152E+01    0.35127797E+00
    0.29645450E+01    0.35883927E+00
    0.29547531E+01    0.36470696E+00
    0.29444513E+01    0.36878362E+00
    0.29338627E+01    0.37100979E+00
    0.29232047E+01    0.37136828E+00
    0.29126867E+01    0.36987826E+00
    0.29025089E+01    0.36659270E+00
    0.28928642E+01    0.36159767E+00
    0.28839330E+01    0.35501242E+00
    0.28758709E+01    0.34697883E+00
    0.28688135E+01    0.33765810E+00
    0.28628813E+01    0.32723487E+00
    0.28581719E+01    0.31590790E+00
    0.28547634E+01    0.30389390E+00
    0.28527072E+01    0.29140422E+00
    0.28520375E+01    0.27868036E+00
    0.28527620E+01    0.26595304E+00
    0.28548675E+01    0.25344220E+00
    0.28583269E+01    0.24135802E+00
    0.28630774E+01    0.22995230E+00
    0.28690464E+01    0.21942391E+00
    0.28761305E+01    0.20998246E+00
    0.28842116E+01    0.20181014E+00
    0.28931649E+01    0.19506397E+00
    0.29028611E+01    0.18988475E+00
    0.29130610E+01    0.18643015E+00
    0.29235882E+01    0.18477560E+00
    0.29342526E+01    0.18497518E+00
    0.29448296E+01    0.18704925E+00
    0.29551054E+01    0.19097813E+00
    0.29648799E+01    0.19671560E+00
    0.29739163E+01    0.20415247E+00
    0.29820195E+01    0.21315308E+00
    0.29890109E+01    0.22355288E+00
    0.29947165E+01    0.23512842E+00
    0.29990067E+01    0.24765923E+00
    0.30017650E+01    0.26084609E+00
    0.30029273E+01    0.27441282E+00
    0.30024644E+01    0.28805886E+00
    0.30003876E+01    0.30148300E+00
    0.29967444E+01    0.31440137E+00
    0.29916278E+01    0.32651756E+00
    0.29851620E+01    0.33757681E+00
    0.29775003E+01    0.34735290E+00
    0.29688212E+01    0.35565095E+00
    0.29593242E+01    0.36231246E+00
    0.29492189E+01    0.36722080E+00
    0.29387209E+01    0.37029933E+00
    0.29280596E+01    0.37150998E+00
    0.29174420E+01    0.37085755E+00
    0.29070773E+01    0.36838000E+00
    0.28971581E+01    0.36414778E+00
    0.28878754E+01    0.35826763E+00
    0.28793906E+01    0.35086809E+00
    0.28718530E+01    0.34210513E+00
    0.28653886E+01    0.33215124E+00
    0.28601090E+01    0.32120625E+00
    0.28560965E+01    0.30947051E+00
    0.28534151E+01    0.29715503E+00
    0.28521104E+01    0.28450247E+00
    0.28521995E+01    0.27173943E+00
    0.28536788E+01    0.25909456E+00
    0.28565277E+01    0.24677785E+00
    0.28607019E+01    0.23502407E+00
    0.28661271E+01    0.22406669E+00
    0.28727214E+01    0.21409636E+00
    0.28803673E+01    0.20531804E+00
    0.28889431E+01    0.19789766E+00
    0.28983304E+01    0.19197745E+00
    0.29083407E+01    0.18771644E+00
    0.29187368E+01    0.18523263E+00
    0.29293814E+01    0.18457881E+00
    0.29400326E+01    0.18579794E+00
    0.29504771E+01    0.18888573E+00
    0.29605122E+01    0.19380729E+00
    0.29699131E+01    0.20048251E+00
    0.29784767E+01    0.20879543E+00
    0.29860035E+01    0.21858391E+00
    0.29923206E+01    0.22965606E+00
    0.29972770E+01    0.24178507E+00
    0.30007519E+01    0.25472126E+00
    0.30026523E+01    0.26815270E+00
    0.30029363E+01    0.28181000E+00
    0.30015941E+01    0.29538837E+00
    0.29986607E+01    0.30857598E+00
    0.29942019E+01    0.32110742E+00
    0.29883346E+01    0.33268809E+00
    0.29811933E+01    0.34309032E+00
    0.29729507E+01    0.35209531E+00
    0.29637929E+01    0.35953254E+00
    0.29539276E+01    0.36526292E+00
    0.29435719E+01    0.36919003E+00
    0.29329457E+01    0.37125921E+00
    0.29222717E+01    0.37145598E+00
    0.29117549E+01    0.36980362E+00
    0.29015998E+01    0.36635894E+00
    0.28919938E+01    0.36121004E+00
    0.28831179E+01    0.35447996E+00
    0.28751257E+01    0.34631273E+00
    0.28681507E+01    0.33687020E+00
    0.28623154E+01    0.32634552E+00
    0.28577109E+01    0.31493215E+00
    0.28544147E+01    0.30284975E+00
    0.28524765E+01    0.29031018E+00
    0.28519288E+01    0.27756220E+00
    0.28527759E+01    0.26482805E+00
    0.28550056E+01    0.25232248E+00
    0.28585848E+01    0.24027477E+00
    0.28634515E+01    0.22892176E+00
    0.28695286E+01    0.21846825E+00
    0.28767130E+01    0.20911810E+00
    0.28848897E+01    0.20104850E+00
    0.28939227E+01    0.19442522E+00
    0.29036763E+01    0.18938650E+00
    0.29139324E+01    0.18607657E+00
    0.29245093E+01    0.18457650E+00
    0.29351741E+01    0.18493788E+00
    0.29457436E+01    0.18717366E+00
    0.29559991E+01    0.19126417E+00
    0.29657228E+01    0.19715152E+00
    0.29746961E+01    0.20473042E+00
    0.29827252E+01    0.21386677E+00
    0.29896220E+01    0.22438040E+00
    0.29952206E+01    0.23605122E+00
    0.29993919E+01    0.24864927E+00
    0.30020275E+01    0.26189206E+00
    0.30030622E+01    0.27548046E+00
    0.30024726E+01    0.28912178E+00
    0.30002740E+01    0.30251693E+00
    0.29965223E+01    0.31536924E+00
    0.29913121E+01    0.32740125E+00
    0.29847653E+01    0.33836814E+00
    0.29770449E+01    0.34803455E+00
    0.29683401E+01    0.35620691E+00
    0.29588526E+01    0.36273905E+00
    0.29488152E+01    0.36751858E+00
    0.29384661E+01    0.37048878E+00
    0.29279164E+01    0.37165052E+00
    0.29173655E+01    0.37098449E+00
    0.29070280E+01    0.36850636E+00
    0.28971153E+01    0.36427541E+00
    0.28878292E+01    0.35839470E+00
    0.28793365E+01    0.35099200E+00
    0.28717887E+01    0.34222273E+00
