# 
# time step #000000
  1.010101010101017E-02 -9.782572823063689E-01
  2.020202020202013E-02 -9.876207491656916E-01
  3.030303030303030E-02 -9.971328399932115E-01
  4.040404040404046E-02 -1.006805511612454E+00
  5.050505050505042E-02 -1.016650175032769E+00
  6.060606060606059E-02 -1.026661102014715E+00
  7.070707070707076E-02 -1.036851634336128E+00
  8.080808080808072E-02 -1.047218060265667E+00
  9.090909090909088E-02 -1.057772536783840E+00
  1.010101010101011E-01 -1.068517930768587E+00
  1.111111111111110E-01 -1.079457927682860E+00
  1.212121212121212E-01 -1.090597708569634E+00
  1.313131313131314E-01 -1.101945251192831E+00
  1.414141414141415E-01 -1.113505992137999E+00
  1.515151515151515E-01 -1.125285506378111E+00
  1.616161616161617E-01 -1.137289955731740E+00
  1.717171717171718E-01 -1.149525850751322E+00
  1.818181818181818E-01 -1.161999982618320E+00
  1.919191919191920E-01 -1.174719417904776E+00
  2.020202020202021E-01 -1.187691495793291E+00
  2.121212121212121E-01 -1.200923851740454E+00
  2.222222222222222E-01 -1.214424455607866E+00
  2.323232323232323E-01 -1.228201554871908E+00
  2.424242424242424E-01 -1.242263618071329E+00
  2.525252525252525E-01 -1.256619482011670E+00
  2.626262626262627E-01 -1.271278352406730E+00
  2.727272727272727E-01 -1.286249816346471E+00
  2.828282828282828E-01 -1.301543860894075E+00
  2.929292929292929E-01 -1.317170890292766E+00
  3.030303030303030E-01 -1.333141749088943E+00
  3.131313131313131E-01 -1.349467744218507E+00
  3.232323232323233E-01 -1.366160670131173E+00
  3.333333333333334E-01 -1.383232835720081E+00
  3.434343434343434E-01 -1.400697093270863E+00
  3.535353535353535E-01 -1.418566876682578E+00
  3.636363636363635E-01 -1.436856180733484E+00
  3.737373737373737E-01 -1.455579685979487E+00
  3.838383838383839E-01 -1.474752722370699E+00
  3.939393939393939E-01 -1.494391365041632E+00
  4.040404040404040E-01 -1.514512453838766E+00
  4.141414141414142E-01 -1.535133640650121E+00
  4.242424242424243E-01 -1.556273431270915E+00
  4.343434343434343E-01 -1.577951243568222E+00
  4.444444444444445E-01 -1.600187464092044E+00
  4.545454545454545E-01 -1.623003518857073E+00
  4.646464646464646E-01 -1.646421902535349E+00
  4.747474747474748E-01 -1.670466303615987E+00
  4.848484848484849E-01 -1.695161658578412E+00
  4.949494949494949E-01 -1.720534249457419E+00
  5.050505050505051E-01 -1.746611785686405E+00
  5.151515151515151E-01 -1.773423630493346E+00
  5.252525252525253E-01 -1.801000780524084E+00
  5.353535353535352E-01 -1.829375996273399E+00
  5.454545454545454E-01 -1.858583921680015E+00
  5.555555555555555E-01 -1.888661235012154E+00
  5.656565656565656E-01 -1.919646789187141E+00
  5.757575757575757E-01 -1.951581814736054E+00
  5.858585858585859E-01 -1.984510133356229E+00
  5.959595959595960E-01 -2.018478323758801E+00
  6.060606060606061E-01 -2.053536693738101E+00
  6.161616161616162E-01 -2.089738572585064E+00
  6.262626262626263E-01 -2.127140773055312E+00
  6.363636363636364E-01 -2.165803966541779E+00
  6.464646464646465E-01 -2.205793057162285E+00
  6.565656565656566E-01 -2.247177661091051E+00
  6.666666666666667E-01 -2.290032681225927E+00
  6.767676767676768E-01 -2.334439427657523E+00
  6.868686868686870E-01 -2.380486544924030E+00
  6.969696969696969E-01 -2.428268074348502E+00
  7.070707070707070E-01 -2.477886683600903E+00
  7.171717171717171E-01 -2.529452573861955E+00
  7.272727272727272E-01 -2.599772190201310E+00
  7.373737373737373E-01 -2.656466923125550E+00
  7.474747474747474E-01 -2.697105557478722E+00
  7.575757575757577E-01 -2.757797353216248E+00
  7.676767676767677E-01 -2.821172227257407E+00
  7.777777777777779E-01 -2.887423861434547E+00
  7.878787878787878E-01 -2.956767922872833E+00
  7.979797979797979E-01 -3.029452155257298E+00
  8.080808080808081E-01 -3.105748387104634E+00
  8.181818181818181E-01 -3.185962629143940E+00
  8.282828282828283E-01 -3.270441490924861E+00
  8.383838383838383E-01 -3.391459525095219E+00
  8.484848484848485E-01 -3.521864649883964E+00
  8.585858585858586E-01 -3.553798776769411E+00
  8.686868686868687E-01 -3.674537809352751E+00
  8.787878787878787E-01 -3.773303241945191E+00
