       time
total_abl_r
total_abl_n
   1810    2060.000  0.497814E+25  0.281876E+22
   1811    2061.000  0.497514E+25  0.282051E+22
   1812    2062.000  0.497216E+25  0.282225E+22
   1813    2063.000  0.496921E+25  0.282400E+22
   1814    2064.000  0.496628E+25  0.282574E+22
   1815    2065.000  0.496338E+25  0.282748E+22
   1816    2066.000  0.496051E+25  0.282923E+22
   1817    2067.000  0.495766E+25  0.283097E+22
   1818    2068.000  0.495483E+25  0.283271E+22
   1819    2069.000  0.495202E+25  0.283444E+22
   1820    2070.000  0.494924E+25  0.283618E+22
   1821    2071.000  0.494648E+25  0.283792E+22
   1822    2072.000  0.494374E+25  0.283965E+22
   1823    2073.000  0.494102E+25  0.284139E+22
   1824    2074.000  0.493832E+25  0.284312E+22
   1825    2075.000  0.493564E+25  0.284486E+22
   1826    2076.000  0.493298E+25  0.284659E+22
   1827    2077.000  0.493033E+25  0.284832E+22
   1828    2078.000  0.492770E+25  0.285005E+22
   1829    2079.000  0.492508E+25  0.285178E+22
   1830    2080.000  0.492248E+25  0.285351E+22
   1831    2081.000  0.491989E+25  0.285523E+22
   1832    2082.000  0.491731E+25  0.285696E+22
   1833    2083.000  0.491474E+25  0.285868E+22
   1834    2084.000  0.491218E+25  0.286041E+22
   1835    2085.000  0.490962E+25  0.286213E+22
   1836    2086.000  0.490708E+25  0.286385E+22
   1837    2087.000  0.490454E+25  0.286558E+22
   1838    2088.000  0.490200E+25  0.286730E+22
   1839    2089.000  0.489946E+25  0.286902E+22
   1840    2090.000  0.489691E+25  0.287074E+22
   1841    2091.000  0.489435E+25  0.287245E+22
   1842    2092.000  0.489177E+25  0.287417E+22
   1843    2093.000  0.488917E+25  0.287589E+22
   1844    2094.000  0.488698E+25  0.287760E+22
   1845    2095.000  0.488500E+25  0.287932E+22
   1846    2096.000  0.488303E+25  0.288103E+22
   1847    2097.000  0.488108E+25  0.288275E+22
   1848    2098.000  0.487914E+25  0.288446E+22
   1849    2099.000  0.487721E+25  0.288617E+22
   1850    2100.000  0.487530E+25  0.288788E+22
   1851    2101.000  0.487341E+25  0.288959E+22
   1852    2102.000  0.487153E+25  0.289130E+22
   1853    2103.000  0.486966E+25  0.289301E+22
   1854    2104.000  0.486780E+25  0.289472E+22
   1855    2105.000  0.486595E+25  0.289643E+22
   1856    2106.000  0.486412E+25  0.289814E+22
   1857    2107.000  0.486229E+25  0.289984E+22
   1858    2108.000  0.486047E+25  0.290155E+22
   1859    2109.000  0.485866E+25  0.290325E+22
   1860    2110.000  0.485687E+25  0.290496E+22
   1861    2111.000  0.485507E+25  0.290666E+22
   1862    2112.000  0.485328E+25  0.290837E+22
   1863    2113.000  0.485150E+25  0.291007E+22
   1864    2114.000  0.484973E+25  0.291177E+22
   1865    2115.000  0.484796E+25  0.291347E+22
   1866    2116.000  0.484620E+25  0.291517E+22
   1867    2117.000  0.484444E+25  0.291687E+22
   1868    2118.000  0.484270E+25  0.291857E+22
   1869    2119.000  0.484095E+25  0.292027E+22
   1870    2120.000  0.483922E+25  0.292197E+22
   1871    2121.000  0.483749E+25  0.292367E+22
   1872    2122.000  0.483578E+25  0.292537E+22
   1873    2123.000  0.483406E+25  0.292706E+22
   1874    2124.000  0.483236E+25  0.292876E+22
   1875    2125.000  0.483066E+25  0.293046E+22
   1876    2126.000  0.482898E+25  0.293215E+22
   1877    2127.000  0.482729E+25  0.293385E+22
