# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #000000
  2.632599555624563E+00  1.701100479553932E+19  2.346172125940185E+03  1.278881273164695E+04  3.811288315956714E+06  1.458942102121503E-01
  2.642606886764442E+00  1.715801583104735E+19  2.386658390399921E+03  1.312192999644645E+04  3.881116132166733E+06  1.367958371975500E-01
  2.652614217904319E+00  1.730244752859679E+19  2.426736562684783E+03  1.345459300742203E+04  3.949737484033797E+06  1.279325689346279E-01
  2.662621549044198E+00  1.744410328270948E+19  2.466335827382003E+03  1.378609450998736E+04  4.017062734568673E+06  1.193115245308047E-01
  2.672628880184076E+00  1.758278414899223E+19  2.505383410063759E+03  1.411569387701256E+04  4.083002483627445E+06  1.109397242024943E-01
  2.682636211323955E+00  1.771828946864223E+19  2.543804795988961E+03  1.444261926681590E+04  4.147467291893406E+06  1.028240796514839E-01
  2.692643542463833E+00  1.785041746539388E+19  2.581523980785307E+03  1.476607017118524E+04  4.210367171529660E+06  9.497138443599451E-02
  2.702650873603713E+00  1.797896582913486E+19  2.618463733900417E+03  1.508522025885333E+04  4.271611515418475E+06  8.738830288957752E-02
  2.712658204743590E+00  1.810373232310975E+19  2.654545860645375E+03  1.539922046061914E+04  4.331111069902029E+06  8.008135833476507E-02
  2.722665535883468E+00  1.822451536261693E+19  2.689691420887199E+03  1.570720199977046E+04  4.388782826716686E+06  7.305692815714282E-02
  2.732672867023348E+00  1.834111481689562E+19  2.723820971815149E+03  1.600827996098993E+04  4.444553555971583E+06  6.632123347725491E-02
  2.742680198163226E+00  1.845333298377517E+19  2.756855117926326E+03  1.630155904772252E+04  4.498347842108091E+06  5.988033132441718E-02
  2.752687529303103E+00  1.856097599933818E+19  2.788715216293605E+03  1.658614095490889E+04  4.550055384628562E+06  5.374010636799371E-02
  2.762694860442984E+00  1.866385523988500E+19  2.819324353430590E+03  1.686113371106015E+04  4.599542542198665E+06  4.790625859161977E-02
  2.772702191582861E+00  1.876178664521644E+19  2.848606489897270E+03  1.712564841201218E+04  4.646751513263235E+06  4.238428892392694E-02
  2.782709522722740E+00  1.885458763662777E+19  2.876485495707569E+03  1.737879279866312E+04  4.691687961885616E+06  3.717949256478523E-02
  2.792716853862619E+00  1.894207571551426E+19  2.902886093656653E+03  1.761967758971683E+04  4.734297867808104E+06  3.229695715055356E-02
  2.802724185002498E+00  1.902407227960438E+19  2.927736903125796E+03  1.784744084297668E+04  4.774510378887484E+06  2.774154186465484E-02
  2.812731516142376E+00  1.910040925455915E+19  2.950960852358658E+03  1.806119831119851E+04  4.812218207979705E+06  2.351789954368359E-02
  2.822738847282255E+00  1.917093495447011E+19  2.972489801368853E+03  1.826014082491161E+04  4.847229527555423E+06  1.963045691820983E-02
  2.832746178422132E+00  1.923551416302077E+19  2.992262180846222E+03  1.844352382417310E+04  4.879427457256289E+06  1.608338619575515E-02
  2.842753509562010E+00  1.929402339271790E+19  3.010220186869959E+03  1.861064877185859E+04  4.908820636498712E+06  1.288059061015738E-02
  2.852760840701890E+00  1.934634550594610E+19  3.026314475753298E+03  1.876088955530040E+04  4.935448535280088E+06  1.002570305770753E-02
  2.862768171841768E+00  1.939236652810352E+19  3.040513090906347E+03  1.889374731965581E+04  4.959350836763971E+06  7.522094865766901E-03
  2.872775502981647E+00  1.943197496964425E+19  3.052735852644079E+03  1.900844404494280E+04  4.980530448538141E+06  5.372873771937388E-03
  2.882782834121525E+00  1.946506477835484E+19  3.062950987433474E+03  1.910452694239251E+04  4.998598406109412E+06  3.580885781396873E-03
  2.892790165261403E+00  1.949155037993014E+19  3.071247588933203E+03  1.918234039192154E+04  5.013474530074943E+06  2.148715220093281E-03
  2.902797496401282E+00  1.951139620788101E+19  3.077296346017871E+03  1.923968881155115E+04  5.025148674501060E+06  1.078594238145160E-03
  2.912804827541160E+00  1.952464037939824E+19  3.081232673129766E+03  1.927737557604442E+04  5.035068793848077E+06  3.725041357873216E-04
  2.922812158681039E+00  1.953154768156672E+19  3.083446812515806E+03  1.929805280601956E+04  5.045713531448025E+06  3.248615569166289E-05
  2.932819489820917E+00  1.953110773329862E+19  3.083259847987177E+03  1.929644800552972E+04  5.048767026000792E+06  5.933052533463575E-05
  2.942826820960796E+00  1.952314537955046E+19  3.080752185945833E+03  1.927289362844695E+04  5.043125968371263E+06  4.539618115216696E-04
  2.952834152100675E+00  1.950880247710827E+19  3.076530903873122E+03  1.923234620909324E+04  5.038830449794523E+06  1.217794098277165E-03
  2.962841483240553E+00  1.948778692143666E+19  3.070073034986238E+03  1.917130215164930E+04  5.033213201001808E+06  2.350972631732913E-03
  2.972848814380431E+00  1.946000988540509E+19  3.061385714418986E+03  1.908980539439932E+04  5.023520849275578E+06  3.853693229933012E-03
  2.982856145520311E+00  1.942545988035930E+19  3.050728557646712E+03  1.898957678420685E+04  5.010504908668365E+06  5.725783410989112E-03
  2.992863476660188E+00  1.938418179346372E+19  3.037983475980560E+03  1.887006128594376E+04  4.994429571556635E+06  7.966771002983757E-03
  3.002870807800067E+00  1.933624739544763E+19  3.023203739150535E+03  1.873182363566236E+04  4.975288532738505E+06  1.057585112000855E-02
  3.012878138939946E+00  1.928173809332890E+19  3.006446048991897E+03  1.857548070737033E+04  4.953179967289301E+06  1.355190793737976E-02
  3.022885470079823E+00  1.922073881348736E+19  2.987734263850910E+03  1.840147007149509E+04  4.928018881123882E+06  1.689353871214483E-02
  3.032892801219703E+00  1.915333592281191E+19  2.967111476042549E+03  1.821036947855052E+04  4.899710358686391E+06  2.059908837724391E-02
  3.042900132359582E+00  1.907962278275115E+19  2.944628802713881E+03  1.800283036351082E+04  4.868238211755972E+06  2.466653635104576E-02
  3.052907463499460E+00  1.899970769873017E+19  2.920341506967377E+03  1.777955898691609E+04  4.833727151962841E+06  2.909353561353607E-02
  3.062914794639338E+00  1.891372066911137E+19  2.894316021871688E+03  1.754136232301678E+04  4.796318434151180E+06  3.387743863283990E-02
  3.072922125779215E+00  1.882181163073486E+19  2.866624213195468E+03  1.728910731143529E+04  4.756090711013647E+06  3.901531195248616E-02
  3.082929456919096E+00  1.872414147509758E+19  2.837333526087120E+03  1.702364981262693E+04  4.713095757703891E+06  4.450394922845974E-02
  3.092936788058974E+00  1.862087453572480E+19  2.806517477296678E+03  1.674588853752834E+04  4.667352716748610E+06  5.033988859596816E-02
  3.102944119198852E+00  1.851217867541237E+19  2.774250933397001E+03  1.645673386755239E+04  4.618866328060247E+06  5.651936286908102E-02
  3.112951450338731E+00  1.839822748030244E+19  2.740610018185153E+03  1.615710687192046E+04  4.567716649877936E+06  6.303832614542892E-02
  3.122958781478608E+00  1.827920185841186E+19  2.705673287614388E+03  1.584794499922348E+04  4.514010894974008E+06  6.989246568308244E-02
  3.132966112618488E+00  1.815528968278491E+19  2.669521395965255E+03  1.553019687027340E+04  4.457829909407478E+06  7.707721200100939E-02
  3.142973443758367E+00  1.802668445817475E+19  2.632236308805761E+03  1.520481373786859E+04  4.399246856655832E+06  8.458774664439617E-02
  3.152980774898243E+00  1.789358413799920E+19  2.593900731408122E+03  1.487274264873671E+04  4.338343199238490E+06  9.241900905072412E-02
  3.162988106038124E+00  1.775619032818847E+19  2.554597692314790E+03  1.453492110020239E+04  4.275207126822636E+06  1.005657043219356E-01
  3.172995437178001E+00  1.761470758450014E+19  2.514410202872878E+03  1.419227244214570E+04  4.209930261177013E+06  1.090223119860083E-01
  3.183002768317879E+00  1.746934261558628E+19  2.473420890832705E+03  1.384570129189008E+04  4.142606536527093E+06  1.177830953626046E-01
  3.193010099457759E+00  1.732030341562677E+19  2.431711641585210E+03  1.349608920207252E+04  4.073332209180164E+06  1.268421114364254E-01
  3.203017430597638E+00  1.716779840427177E+19  2.389363248652746E+03  1.314429066932503E+04  4.002205947921239E+06  1.361932212263187E-01
  3.213024761737516E+00  1.701203560476957E+19  2.346455092132162E+03  1.279112961714628E+04  3.929328699342260E+06  1.458301006380471E-01
  3.223032092877395E+00  1.685322184823127E+19  2.303064836759505E+03  1.243739629471949E+04  3.854803441725557E+06  1.557462517983727E-01
  3.233039424017273E+00  1.669156206757128E+19  2.259268169308973E+03  1.208384473973062E+04  3.778734955676022E+06  1.659350097721373E-01
  3.243046755157152E+00  1.652725913640728E+19  2.215138709315535E+03  1.173119181820937E+04  3.701229975512784E+06  1.763895147952920E-01
  3.253054086297029E+00  1.636051211481813E+19  2.170747494278089E+03  1.138011309628761E+04  3.622396365418835E+06  1.871027866205931E-01
  3.263061417436908E+00  1.619151571978906E+19  2.126162834178142E+03  1.103124190359266E+04  3.542342984236834E+06  1.980677257739434E-01
  3.273068748576787E+00  1.602045977156337E+19  2.081450122658192E+03  1.068516837471955E+04  3.461179636767938E+06  2.092771183099796E-01
  3.283076079716665E+00  1.584752854242562E+19  2.036671665847665E+03  1.034243874324007E+04  3.379016809074781E+06  2.207236488230461E-01
  3.293083410856544E+00  1.567290024039092E+19  1.991886514685326E+03  1.000355496172265E+04  3.295965634012025E+06  2.323999058596423E-01
  3.303090741996423E+00  1.549674801888950E+19  1.947150656797266E+03  9.668977261195752E+03  3.212138807037642E+06  2.442982833184958E-01
  3.313098073136302E+00  1.531923677120939E+19  1.902516162489842E+03  9.339118946586255E+03  3.127648603754088E+06  2.564111672831156E-01
  3.323105404276178E+00  1.514052302668449E+19  1.858031013962976E+03  9.014347003181934E+03  3.042607214004750E+06  2.687309303833507E-01
  3.333112735416057E+00  1.496075528561156E+19  1.813738998209003E+03  8.694983405166164E+03  2.957126652647120E+06  2.812499072972836E-01
  3.343120066555936E+00  1.478007568740483E+19  1.769679702182423E+03  8.381307736995528E+03  2.871319990376711E+06  2.939602912184099E-01
  3.353127397695815E+00  1.459861930354064E+19  1.725888345217189E+03  8.073557650460363E+03  2.785300941165014E+06  3.068542093635340E-01
  3.363134728835693E+00  1.441651211096625E+19  1.682392800306232E+03  7.771915795035502E+03  2.699181015778191E+06  3.199239204953728E-01
  3.373142059975572E+00  1.423387388688640E+19  1.639215994344824E+03  7.476525095633602E+03  2.613072367396696E+06  3.331616863317709E-01
  3.383149391115450E+00  1.405082245490660E+19  1.596374043725168E+03  7.187484478126078E+03  2.527088109981872E+06  3.465595713986286E-01
  3.393156722255328E+00  1.386747208987642E+19  1.553874492562315E+03  6.904842463476405E+03  2.441342562547200E+06  3.601097734546652E-01
  3.403164053395207E+00  1.368393878507606E+19  1.511715073595429E+03  6.628597149507521E+03  2.355946865149283E+06  3.738046309736327E-01
  3.413171384535085E+00  1.350035112012688E+19  1.469883018846505E+03  6.358701238701093E+03  2.271019486150396E+06  3.876364043082823E-01
  3.423178715674964E+00  1.331686037136231E+19  1.428357828449765E+03  6.095080811981064E+03  2.186621001958421E+06  4.015972965918133E-01
  3.433186046814843E+00  1.313364721674149E+19  1.387087841219362E+03  5.837540820140290E+03  2.102964064710196E+06  4.156798119156283E-01
  3.443193377954721E+00  1.295094371849779E+19  1.346021177774615E+03  5.585910107736034E+03  2.020097696454421E+06  4.298764684759876E-01
  3.453200709094599E+00  1.276906171864930E+19  1.305078414112039E+03  5.339938380769925E+03  1.938125395242529E+06  4.441796526492735E-01
  3.463208040234478E+00  1.258844208130953E+19  1.264156340219248E+03  5.099334102116936E+03  1.857168680642324E+06  4.585821227303082E-01
  3.473215371374357E+00  1.240975274760086E+19  1.223124998084294E+03  4.863789225603395E+03  1.777335098459715E+06  4.730767318933140E-01
  3.483222702514236E+00  1.223403265858792E+19  1.181823142017338E+03  4.633007739656287E+03  1.698715127258393E+06  4.876561867365873E-01
  3.493230033654113E+00  1.206285270740268E+19  1.140053502907599E+03  4.406728463673247E+03  1.621417783291256E+06  5.023135905745660E-01
  3.503237364793991E+00  1.189847068025305E+19  1.097577882910202E+03  4.184731165209865E+03  1.545513357275617E+06  5.170422161360547E-01
  3.513244695933870E+00  1.174396726868076E+19  1.054113734126271E+03  3.966826046117103E+03  1.471048031613389E+06  5.318352029340532E-01
  3.523252027073749E+00  1.160342887474683E+19  1.009330420532043E+03  3.752838640951493E+03  1.397965199934631E+06  5.466860712110819E-01
  3.533259358213629E+00  1.148242861302505E+19  9.628522405917979E+02  3.542683334101178E+03  1.326227122635431E+06  5.615885584587237E-01
  3.543266689353506E+00  1.138922712629480E+19  9.142776113125090E+02  3.336640926904010E+03  1.255325929539713E+06  5.765362832297181E-01
  3.553274020493385E+00  1.133717375074460E+19  8.631736502404679E+02  3.135724149390195E+03  1.192343263160415E+06  5.915232774759591E-01
  3.563281351633263E+00  1.134858405949710E+19  8.091823603823887E+02  2.942538796158801E+03  1.118051741187875E+06  6.065439430626489E-01
  3.573288682773143E+00  1.145968325422368E+19  7.518573293155348E+02  2.760854426874148E+03  1.053213470024380E+06  6.215919384484847E-01
  3.583296013913019E+00  1.172485983127821E+19  6.909929101430218E+02  2.596075478999913E+03  9.882408255029100E+05  6.366616058336199E-01
  3.593303345052898E+00  1.221827862909738E+19  6.265043345050103E+02  2.452825604050751E+03  9.256665035967361E+05  6.517475136341451E-01
  3.603310676192777E+00  1.302981917951616E+19  5.584967497362377E+02  2.331733238000391E+03  8.669686607024227E+05  6.668444711699676E-01
  3.613318007332657E+00  1.425422679488777E+19  4.872933813419171E+02  2.225487511641035E+03  8.179712172447206E+05  6.819475862499746E-01
  3.623325338472535E+00  1.597370543557080E+19  4.135507368549983E+02  2.116308054086709E+03  7.721071938879457E+05  6.970529496195206E-01
  3.633332669612413E+00  1.823879735640625E+19  3.390999498344499E+02  1.981497785060524E+03  8.474591728669824E+05  7.121589950280838E-01
  3.643340000752292E+00  2.105551920795677E+19  2.655808230258726E+02  1.792020065678678E+03  8.795687178754529E+05  7.272734594612454E-01
  3.653347331892169E+00  2.419297713940964E+19  1.956024571220445E+02  1.514209586225288E+03  1.020110964631127E+06  7.424053982364472E-01
  3.663354663032048E+00  2.721112191260101E+19  1.380110786758381E+02  1.197270321841148E+03  9.716979375177620E+05  7.575703285139697E-01
  3.673361994171927E+00  2.977601915851473E+19  9.799124115246238E+01  9.298265582056079E+02  6.698894705705083E+05  7.727631058661191E-01
  3.683369325311805E+00  3.164142082528988E+19  7.110920125223959E+01  7.164322008221366E+02  4.373377779044280E+05  7.879530405073836E-01
  3.693376656451683E+00  3.252154799592613E+19  5.292516904365624E+01  5.429427422611068E+02  3.118421740339022E+05  8.031142366409727E-01
  3.703383987591562E+00  3.245566089061414E+19  4.145520556445933E+01  4.146880961385542E+02  1.957206483214573E+05  8.182322783162526E-01
  3.713391318731442E+00  3.190796632746984E+19  3.448256470554259E+01  3.275225930544906E+02  1.236462544664664E+05  8.332957471891260E-01
  3.723398649871319E+00  3.130610352394356E+19  3.008764826950031E+01  2.721942888496673E+02  9.253238615907170E+04  8.482979260536143E-01
  3.733405981011198E+00  3.084155500849098E+19  2.694581762336365E+01  2.375752444147331E+02  7.821317592026576E+04  8.632367984776826E-01
  3.743413312151077E+00  3.046373480531166E+19  2.430952229030320E+01  2.126114289715183E+02  6.967495802917733E+04  8.781124822858366E-01
  3.753420643290955E+00  2.994854424728275E+19  2.197904458284297E+01  1.913645210559577E+02  6.313154940017698E+04  8.929257802498587E-01
  3.763427974430833E+00  2.904795595619222E+19  1.996580587848460E+01  1.715738576433764E+02  5.622731460519394E+04  9.076776765831849E-01
  3.773435305570710E+00  2.761705350120337E+19  1.823957123788092E+01  1.519737305722552E+02  4.951207914536426E+04  9.223691432912451E-01
  3.783442636710589E+00  2.563019140517880E+19  1.675934455111291E+01  1.320730247567526E+02  4.418977989729434E+04  9.370011307396626E-01
  3.793449967850469E+00  2.312999815160278E+19  1.549772563434429E+01  1.119336221198612E+02  3.939311711580629E+04  9.515746799310298E-01
  3.803457298990347E+00  2.017356821497233E+19  1.443765243816832E+01  9.188673398923365E+01  3.441475278896792E+04  9.660908547014002E-01
  3.813464630130225E+00  1.681123033701706E+19  1.358923221270734E+01  7.253123221079170E+01  2.784459483545358E+04  9.805506502366017E-01
  3.823471961270104E+00  1.309951466933572E+19  1.293421246635607E+01  5.408577638184805E+01  1.917970827099875E+04  9.949548133130797E-01
  3.833479292409983E+00  9.115325739400694E+18  1.240285241679451E+01  3.628236724215913E+01  1.155477988481301E+04  1.009303872345155E+00
  3.843486623549861E+00  4.952685240608879E+18  1.189538517842855E+01  1.895033086418331E+01  6.176000475194333E+03  1.023598351068203E+00
  3.853493954689740E+00  7.136186823550326E+17  1.135147520145827E+01  2.596610682187591E+00  6.189772187919941E+02  1.037839023911472E+00
 
 
# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #001700
  1.862037245188980E+00  4.999848408687861E+17  1.145091275659272E+01  1.834207497702494E+00 -3.226981010187515E+01  1.038134237915706E+00
  1.872044588102614E+00  2.513177501966591E+18  1.295374807124907E+01  1.038753485480053E+01 -5.728871683659040E+02  1.028425413737302E+00
  1.882051931016246E+00  4.506483244236636E+18  1.438102600658731E+01  2.059999317029788E+01 -8.084777980141075E+02  1.018630940569779E+00
  1.892059273929879E+00  6.477516486697189E+18  1.566087311097165E+01  3.212087444785938E+01  1.763306593358007E+02  1.008749390200739E+00
  1.902066616843512E+00  8.436202484734845E+18  1.672667628157214E+01  4.449312079645851E+01  4.182679010756798E+03  9.987794071903358E-01
  1.912073959757144E+00  1.040243791786482E+19  1.752801586639951E+01  5.723678465289498E+01  9.912396679861373E+03  9.887199940569811E-01
  1.922081302670777E+00  1.240336270632583E+19  1.804078869752225E+01  6.994181861219721E+01  1.417655982382431E+04  9.785701790229526E-01
  1.932088645584410E+00  1.447491785815916E+19  1.827404312435304E+01  8.238104179555992E+01  1.742194679496267E+04  9.683289396044461E-01
  1.942095988498043E+00  1.666600695085598E+19  1.825220457224489E+01  9.451223586615194E+01  2.069403838542003E+04  9.579951051388285E-01
  1.952103331411676E+00  1.903360850582092E+19  1.801155710584710E+01  1.064344359751163E+02  2.393990975450922E+04  9.475673975867166E-01
  1.962110674325309E+00  2.162226566509414E+19  1.760343670692765E+01  1.182958958512750E+02  2.722974952962056E+04  9.370444506995121E-01
  1.972118017238941E+00  2.444311576285719E+19  1.709164466140736E+01  1.301724532734771E+02  3.067152012857894E+04  9.264249490353587E-01
  1.982125360152574E+00  2.746799210124517E+19  1.656827423621318E+01  1.422641843149203E+02  3.418000676545385E+04  9.157075499830940E-01
  1.992132703066207E+00  3.063050503103559E+19  1.613612544707048E+01  1.549740582930774E+02  3.773633346123056E+04  9.048908716767865E-01
  2.002140045979840E+00  3.382102844043466E+19  1.588398467801813E+01  1.687820992658936E+02  4.137290276248708E+04  8.939734618752400E-01
  2.012147388893473E+00  3.688692365645748E+19  1.588059790663351E+01  1.841317038973145E+02  4.539196745509969E+04  8.829538064503911E-01
  2.022154731807105E+00  3.966477175925046E+19  1.617997285264958E+01  2.016145271874261E+02  5.060422422338791E+04  8.718304495117306E-01
  2.032162074720738E+00  4.205338852954489E+19  1.681261227536402E+01  2.221329918572013E+02  5.790498172791705E+04  8.606020320567234E-01
  2.042169417634371E+00  4.410334844109739E+19  1.777066545282316E+01  2.467143355543529E+02  6.700194686084366E+04  8.492673844577496E-01
  2.052176760548003E+00  4.605490903936914E+19  1.902069988298980E+01  2.765834312159286E+02  7.583824744838165E+04  8.378254836058758E-01
  2.062184103461637E+00  4.819685881495120E+19  2.071810568827901E+01  3.161210489609221E+02  8.447209589967945E+04  8.262752492446188E-01
  2.072191446375270E+00  5.051597966904287E+19  2.310909365182037E+01  3.700152865923837E+02  9.783805842399970E+04  8.146155819806675E-01
  2.082198789288902E+00  5.240861779467642E+19  2.651721055768503E+01  4.406625777491946E+02  1.185578265132576E+05  8.028458629737019E-01
  2.092206132202535E+00  5.288913016865251E+19  3.157092522736619E+01  5.305507711537380E+02  1.492558728556033E+05  7.909663121998822E-01
  2.102213475116169E+00  5.137661149133883E+19  3.972720397836572E+01  6.501936720612601E+02  2.087820797464015E+05  7.789785190547229E-01
  2.112220818029800E+00  4.804746450306489E+19  5.273804860443235E+01  8.085283532066617E+02  3.206044643735684E+05  7.668875748143009E-01
  2.122228160943433E+00  4.341610873956167E+19  7.284963886206356E+01  1.009546886525331E+03  5.050841828061074E+05  7.547048868375470E-01
  2.132235503857067E+00  3.805223842537872E+19  1.028562198230779E+02  1.247110342341891E+03  7.663109805759286E+05  7.424506602455181E-01
  2.142242846770700E+00  3.268046835685822E+19  1.443032443067302E+02  1.500852523027798E+03  9.968448124941592E+05  7.301533014424908E-01
  2.152250189684332E+00  2.795061270080824E+19  1.957911393824352E+02  1.743911042404426E+03  1.167585316171038E+06  7.178388317782405E-01
  2.162257532597965E+00  2.400740904060570E+19  2.551321202428495E+02  1.957915468687253E+03  1.027568183667503E+06  7.055228139177121E-01
  2.172264875511599E+00  2.076494493384628E+19  3.193359885809821E+02  2.123179511240583E+03  8.666297271339865E+05  6.931914441295088E-01
  2.182272218425230E+00  1.825168794915604E+19  3.851744436428496E+02  2.251780335440460E+03  8.111126681809551E+05  6.808239969886226E-01
  2.192279561338863E+00  1.636834044723580E+19  4.510095353981235E+02  2.364924024989395E+03  8.230143828414595E+05  6.684113862686498E-01
  2.202286904252496E+00  1.498153060820433E+19  5.157145572463457E+02  2.475395625043549E+03  8.577675094608285E+05  6.559525187795887E-01
  2.212294247166129E+00  1.396359640343218E+19  5.785411662580148E+02  2.588525755449302E+03  8.985155816319094E+05  6.434492994369014E-01
  2.222301590079762E+00  1.321565996542558E+19  6.390558591497715E+02  2.706272846770064E+03  9.431069765691442E+05  6.309044907371011E-01
  2.232308932993394E+00  1.266880660433448E+19  6.970587913965603E+02  2.829799214218910E+03  9.904864417989876E+05  6.183212774471527E-01
  2.242316275907027E+00  1.227803616096488E+19  7.525111033114408E+02  2.960671352257421E+03  1.040346887183917E+06  6.057031513675429E-01
  2.252323618820660E+00  1.201354703497586E+19  8.054028758796849E+02  3.100472015007738E+03  1.093248121800760E+06  5.930539883257790E-01
  2.262330961734293E+00  1.185334489677125E+19  8.557557921443911E+02  3.250368300036394E+03  1.144435515093917E+06  5.803778933377013E-01
  2.272338304647927E+00  1.177717554394843E+19  9.040800555966221E+02  3.411849050426135E+03  1.203124969177473E+06  5.676789265253288E-01
  2.282345647561559E+00  1.176679625808536E+19  9.503651836122601E+02  3.583357837983449E+03  1.261431919233798E+06  5.549617968402509E-01
  2.292352990475191E+00  1.180577921345305E+19  9.947997868481752E+02  3.763323137037657E+03  1.321586413182739E+06  5.422313384471105E-01
  2.302360333388824E+00  1.188027882416940E+19  1.037610494794912E+03  3.950043987611278E+03  1.383547448641056E+06  5.294925666806005E-01
  2.312367676302456E+00  1.197957748268686E+19  1.079026955339320E+03  4.142042377734529E+03  1.447092783587838E+06  5.167507117329235E-01
  2.322375019216089E+00  1.209601252967418E+19  1.119274635866228E+03  4.338298970982183E+03  1.512072725903193E+06  5.040111972281145E-01
  2.332382362129722E+00  1.222444352351910E+19  1.158570566202578E+03  4.538288200744348E+03  1.578365045569806E+06  4.912796575895277E-01
  2.342389705043356E+00  1.236154555317883E+19  1.197115658791578E+03  4.741866313733357E+03  1.645903346614548E+06  4.785618885446513E-01
  2.352397047956988E+00  1.250515693325364E+19  1.235090619713475E+03  4.949124269117804E+03  1.714541809401448E+06  4.658638166240929E-01
  2.362404390870621E+00  1.265379595823130E+19  1.272666062769587E+03  5.160308480101448E+03  1.784253816136536E+06  4.531915115194990E-01
  2.372411733784254E+00  1.280635979496693E+19  1.309984011397944E+03  5.375663328338171E+03  1.854962909121538E+06  4.405511818421194E-01
  2.382419076697887E+00  1.296196836826900E+19  1.347169997044831E+03  5.595433321925580E+03  1.926585634758689E+06  4.279491695964000E-01
  2.392426419611519E+00  1.311989990594734E+19  1.384330868359358E+03  5.819836597204217E+03  1.998997227473697E+06  4.153919523694957E-01
  2.402433762525153E+00  1.327956997605376E+19  1.421548093843507E+03  6.049032761728040E+03  2.072516909692201E+06  4.028861710318227E-01
  2.412441105438785E+00  1.344052257572358E+19  1.458869066459307E+03  6.283083631786507E+03  2.146407147297304E+06  3.904385573745448E-01
  2.422448448352418E+00  1.360241351071855E+19  1.496416388739211E+03  6.522420616227710E+03  2.221014372613986E+06  3.780559144428136E-01
  2.432455791266050E+00  1.376498874053337E+19  1.534207860992152E+03  6.767066404098992E+03  2.296390201356462E+06  3.657451438904061E-01
  2.442463134179683E+00  1.392805688623604E+19  1.572270363366906E+03  7.017107560471426E+03  2.372208247211208E+06  3.535132646690615E-01
  2.452470477093317E+00  1.409146562381902E+19  1.610626529967406E+03  7.272628200926109E+03  2.448487257396742E+06  3.413673839284623E-01
  2.462477820006949E+00  1.425508287863946E+19  1.649290376861001E+03  7.533681249829644E+03  2.525160597308246E+06  3.293147380534538E-01
  2.472485162920582E+00  1.441878661504538E+19  1.688267502167706E+03  7.800282711662200E+03  2.602149372529346E+06  3.173625949465971E-01
  2.482492505834215E+00  1.458245841893228E+19  1.727554714215228E+03  8.072404676358281E+03  2.679387529680698E+06  3.055182789957663E-01
  2.492499848747848E+00  1.474598049604212E+19  1.767143728047923E+03  8.349988885781944E+03  2.756777312657991E+06  2.937891770254809E-01
  2.502507191661481E+00  1.490923424401718E+19  1.807022704068991E+03  8.632951845327447E+03  2.834262560391878E+06  2.821827295783826E-01
  2.512514534575113E+00  1.507209909749851E+19  1.847169614892185E+03  8.921151028284254E+03  2.911755706926287E+06  2.707064246342105E-01
  2.522521877488746E+00  1.523445118896633E+19  1.887559743725492E+03  9.214417789877141E+03  2.989174686896504E+06  2.593678027576245E-01
  2.532529220402379E+00  1.539616223407285E+19  1.928163422541894E+03  9.512544544980312E+03  3.066438404017649E+06  2.481744499357891E-01
  2.542536563316012E+00  1.555709939269477E+19  1.968947075771492E+03  9.815288272248141E+03  3.143462809553242E+06  2.371339394097423E-01
  2.552543906229644E+00  1.571712426204187E+19  2.009873197267439E+03  1.012236843448380E+04  3.220163984464367E+06  2.262538564832742E-01
  2.562551249143275E+00  1.587609262151046E+19  2.050900470063233E+03  1.043346607513235E+04  3.296456002504268E+06  2.155417913055544E-01
  2.572558592056911E+00  1.603385442416292E+19  2.091984140795178E+03  1.074822445399447E+04  3.372252418055076E+06  2.050053298613424E-01
  2.582565934970543E+00  1.619025392330532E+19  2.133076118975028E+03  1.106624851756853E+04  3.447465875643078E+06  1.946520448010764E-01
  2.592573277884176E+00  1.634512986956228E+19  2.174125125499670E+03  1.138710477994396E+04  3.522008277782864E+06  1.844894861068079E-01
  2.602580620797807E+00  1.649831574944646E+19  2.215076840817647E+03  1.171032136243315E+04  3.595790926932070E+06  1.745251716100080E-01
  2.612587963711442E+00  1.664964006259825E+19  2.255874044772782E+03  1.203538815791525E+04  3.668724587701418E+06  1.647665773905796E-01
  2.622595306625075E+00  1.679892664681973E+19  2.296456755995775E+03  1.236175717651677E+04  3.740719646748820E+06  1.552211280897711E-01
  2.632602649538708E+00  1.694599503698261E+19  2.336762363762184E+03  1.268884303470746E+04  3.811686178530727E+06  1.458961886578605E-01
  2.642609992452341E+00  1.709066096214038E+19  2.376725807640012E+03  1.301602397727749E+04  3.881534102092247E+06  1.367990513156681E-01
  2.652617335365973E+00  1.723273685494660E+19  2.416279737668247E+03  1.334264299685316E+04  3.950173324048174E+06  1.279369259103515E-01
  2.662624678279605E+00  1.737203237796900E+19  2.455354690669590E+03  1.366800925182164E+04  4.017513874729138E+06  1.193169328990549E-01
  2.672632021193239E+00  1.750835504034295E+19  2.493879294310289E+03  1.399139991621143E+04  4.083466048706267E+06  1.109460936456411E-01
  2.682639364106871E+00  1.764151083921049E+19  2.531780484912518E+03  1.431206234688234E+04  4.147940409719641E+06  1.028313207595714E-01
  2.692646707020503E+00  1.777130489444047E+19  2.568983753717218E+03  1.462921663105815E+04  4.210847594463132E+06  9.497940846166228E-02
