# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #000000
  2.342382957760345E+00  1.250308200961261E+19  1.195602675141074E+03  4.790097226832886E+03  1.646717881632545E+06  4.795285347940726E-01
  2.352390449543360E+00  1.266931412256350E+19  1.231080344195200E+03  4.997811501336535E+03  1.714740450814192E+06  4.668188169649979E-01
  2.362397941326374E+00  1.283695050926678E+19  1.267254175287668E+03  5.212738854070913E+03  1.783781511406188E+06  4.541356359781838E-01
  2.372405433109390E+00  1.300602101763715E+19  1.304128190469279E+03  5.435069539149932E+03  1.853787666246794E+06  4.414851494087667E-01
  2.382412924892406E+00  1.317654823913902E+19  1.341704078743336E+03  5.664985036128041E+03  1.924703297217763E+06  4.288736432743523E-01
  2.392420416675419E+00  1.334854673844507E+19  1.379981031600649E+03  5.902656003673321E+03  1.996470743024619E+06  4.163075396838927E-01
  2.402427908458435E+00  1.352202184888670E+19  1.418955527898924E+03  6.148239663076629E+03  2.069030775807897E+06  4.037934342029997E-01
  2.412435400241450E+00  1.369697060634582E+19  1.458621373020506E+03  6.401879088308475E+03  2.142321612690763E+06  3.913379794275151E-01
  2.422442892024465E+00  1.387338058743131E+19  1.498969501319317E+03  6.663700472774607E+03  2.216279415782669E+06  3.789479251291668E-01
  2.432450383807481E+00  1.405122922964941E+19  1.539987837240039E+03  6.933810692856890E+03  2.290838464827098E+06  3.666301225253498E-01
  2.442457875590494E+00  1.423048330878723E+19  1.581661178644418E+03  7.212294900162543E+03  2.365931235678687E+06  3.543915184847548E-01
  2.452465367373510E+00  1.441109833565198E+19  1.623971077261334E+03  7.499213924574009E+03  2.441488549976118E+06  3.422391567588826E-01
  2.462472859156525E+00  1.459301735247400E+19  1.666895652511452E+03  7.794600903106939E+03  2.517440131559930E+06  3.301802191467255E-01
  2.472480350939540E+00  1.477617208923565E+19  1.710409686074846E+03  8.098460316118417E+03  2.593713649646300E+06  3.182219120036422E-01
  2.482487842722556E+00  1.496048209245207E+19  1.754484494652468E+03  8.410764903228610E+03  2.670235135462184E+06  3.063714954643701E-01
  2.492495334505570E+00  1.514585417060710E+19  1.799087842285798E+03  8.731452794762561E+03  2.746929219078853E+06  2.946362916008725E-01
  2.502502826288584E+00  1.533218211226780E+19  1.844183892993108E+03  9.060424887904443E+03  2.823719213978645E+06  2.830236772227563E-01
  2.512510318071599E+00  1.551934645886705E+19  1.889733178272095E+03  9.397542259578444E+03  2.900527194584643E+06  2.715410764528396E-01
  2.522517809854614E+00  1.570721407375798E+19  1.935692549595515E+03  9.742623325656608E+03  2.977274245778467E+06  2.601959687193506E-01
  2.532525301637630E+00  1.589563795298794E+19  1.982015169492262E+03  1.009544128475904E+04  3.053880591245777E+06  2.489958838595056E-01
  2.542532793420645E+00  1.608445822007317E+19  2.028650643612242E+03  1.045572303934480E+04  3.130265011875484E+06  2.379483330969636E-01
  2.552540285203659E+00  1.627350152936879E+19  2.075544984509719E+03  1.082314633275865E+04  3.206345352051185E+06  2.270608404071197E-01
  2.562547776986675E+00  1.646258114048215E+19  2.122640670628304E+03  1.119733780741350E+04  3.282038594658334E+06  2.163409359757960E-01
  2.572555268769690E+00  1.665149710014446E+19  2.169876710977378E+03  1.157787124024005E+04  3.357260942545522E+06  2.057961475024451E-01
  2.582562760552706E+00  1.684003650154264E+19  2.217188740603156E+03  1.196426609947641E+04  3.431927895428023E+06  1.954339913240511E-01
  2.592570252335720E+00  1.702797382285192E+19  2.264509132424536E+03  1.235598638338103E+04  3.505954323018518E+06  1.852619633737879E-01
  2.602577744118735E+00  1.721507134611027E+19  2.311767135625088E+03  1.275243983039245E+04  3.579254552158271E+06  1.752875299920952E-01
  2.612585235901749E+00  1.740107965688592E+19  2.358889020991819E+03  1.315297742856274E+04  3.651742406140298E+06  1.655181186170501E-01
  2.622592727684765E+00  1.758573822460454E+19  2.405798258447245E+03  1.355689339468770E+04  3.723331316889069E+06  1.559611083828891E-01
  2.632600219467780E+00  1.776877602481396E+19  2.452415704186193E+03  1.396342550203064E+04  3.793934402440302E+06  1.466238225655234E-01
  2.642607711250794E+00  1.794991235578502E+19  2.498659821693925E+03  1.437175604159237E+04  3.863464512938529E+06  1.375135150546208E-01
  2.652615203033807E+00  1.812885766255043E+19  2.544446913255875E+03  1.478101317596912E+04  3.931834316171373E+06  1.286373605719596E-01
  2.662622694816825E+00  1.830531435273552E+19  2.589691360952632E+03  1.519027268299815E+04  3.998956430125837E+06  1.200024488544933E-01
  2.672630186599839E+00  1.847897775236470E+19  2.634305893542064E+03  1.559856032331435E+04  4.064743518567810E+06  1.116157752556987E-01
  2.682637678382855E+00  1.864953712929541E+19  2.678201867534277E+03  1.600485473029491E+04  4.129108394397390E+06  1.034842313843199E-01
  2.692645170165868E+00  1.881667678031203E+19  2.721289565574075E+03  1.640809085268354E+04  4.191964135541998E+06  9.561459578731621E-02
  2.702652661948885E+00  1.898007721965472E+19  2.763478514167231E+03  1.680716400765766E+04  4.253224187694554E+06  8.801352273907248E-02
  2.712660153731900E+00  1.913941644726441E+19  2.804677817859092E+03  1.720093451894791E+04  4.312802498315872E+06  8.068753002845676E-02
  2.722667645514915E+00  1.929437106463033E+19  2.844796479399710E+03  1.758823254383581E+04  4.370613681106242E+06  7.364299609066770E-02
  2.732675137297929E+00  1.944461761002958E+19  2.883743754454600E+03  1.796786370310599E+04  4.426573163284092E+06  6.688614896234879E-02
  2.742682629080944E+00  1.958983388852541E+19  2.921429506767674E+03  1.833861510322498E+04  4.480597312762323E+06  6.042305731148015E-02
  2.752690120863958E+00  1.972970032948995E+19  2.957764569728836E+03  1.869926179601014E+04  4.532603597089015E+06  5.425962168411957E-02
  2.762697612646974E+00  1.986390136737911E+19  2.992661111986055E+03  1.904857363345104E+04  4.582510744956003E+06  4.840156582477353E-02
  2.772705104429989E+00  1.999212683370279E+19  3.026033005107952E+03  1.938532246416190E+04  4.630238936661957E+06  4.285442808247068E-02
  2.782712596213005E+00  2.011407335736874E+19  3.057796189492199E+03  1.970828960906511E+04  4.675709960846349E+06  3.762355304852967E-02
  2.792720087996019E+00  2.022944583056027E+19  3.087869077098589E+03  2.001627388236824E+04  4.718847082912571E+06  3.271407998746285E-02
  2.802727579779034E+00  2.033795965693875E+19  3.116172885331838E+03  2.030810015348669E+04  4.759576761546792E+06  2.813089772501814E-02
  2.812735071562050E+00  2.043934077950214E+19  3.142632326807206E+03  2.058262818805322E+04  4.797826207251136E+06  2.387869829019047E-02
  2.822742563345065E+00  2.053332716140874E+19  3.167175164677526E+03  2.083875558210516E+04  4.833526335506308E+06  1.996195847302142E-02
  2.832750055128078E+00  2.061967042184833E+19  3.189733258434592E+03  2.107543060671757E+04  4.866610057771912E+06  1.638492019933726E-02
  2.842757546911094E+00  2.069813708674585E+19  3.210242576426577E+03  2.129165792256211E+04  4.897012311372959E+06  1.315157952053599E-02
  2.852765038694109E+00  2.076851108288215E+19  3.228643877260285E+03  2.148650990003482E+04  4.924673198377223E+06  1.026563112192862E-02
  2.862772530477124E+00  2.083059305282997E+19  3.244882662105596E+03  2.165912971403130E+04  4.949536090830309E+06  7.730543434434821E-03
  2.872780022260140E+00  2.088420165382969E+19  3.258909424500465E+03  2.180873819129255E+04  4.971542238459559E+06  5.549535234366484E-03
  2.882787514043155E+00  2.092917490787326E+19  3.270679944233022E+03  2.193464075943228E+04  4.990647950534649E+06  3.725550358215055E-03
  2.892795005826169E+00  2.096537247263881E+19  3.280155967621603E+03  2.203623766222381E+04  5.006820928506988E+06  2.261213039842099E-03
  2.902802497609184E+00  2.099267208996049E+19  3.287305098125424E+03  2.211302240831261E+04  5.019939649908423E+06  1.158892134609437E-03
  2.912809989392200E+00  2.101095148032299E+19  3.292102847220368E+03  2.216457891419260E+04  5.029854253647646E+06  4.206781498607852E-04
  2.922817481175214E+00  2.102026681108324E+19  3.294510050643702E+03  2.219061975805784E+04  5.038144901853466E+06  4.836246401031399E-05
  2.932824972958229E+00  2.102038084988487E+19  3.294542431802955E+03  2.219095825511678E+04  5.042083026603306E+06  4.339151711149955E-05
  2.942832464741244E+00  2.101125344355463E+19  3.292192244586637E+03  2.216549934692017E+04  5.041598881109079E+06  4.069234673929384E-04
  2.952839956524259E+00  2.099307847190443E+19  3.287428610582262E+03  2.211428133717698E+04  5.039741981059216E+06  1.139871864558357E-03
  2.962847448307274E+00  2.096573627572869E+19  3.280275206892701E+03  2.203742111634836E+04  5.034312063079197E+06  2.242810565720050E-03
  2.972854940090288E+00  2.092929421259189E+19  3.270741827816989E+03  2.193518081703488E+04  5.025736867561560E+06  3.715975878102988E-03
  2.982862431873305E+00  2.088381854178351E+19  3.258846468310932E+03  2.180791682166696E+04  5.014008051214872E+06  5.559306341214119E-03
  2.992869923656320E+00  2.082939653751533E+19  3.244613585755463E+03  2.165608966417365E+04  4.999117115310837E+06  7.772460814681414E-03
  3.002877415439335E+00  2.076613999227521E+19  3.228074348873378E+03  2.148026707884810E+04  4.981081128109312E+06  1.035473985682270E-02
  3.012884907222348E+00  2.069418306754599E+19  3.209266042219218E+03  2.128111497961906E+04  4.959913324048202E+06  1.330512990134851E-02
  3.022892399005365E+00  2.061368142886493E+19  3.188231901125106E+03  2.105939224527655E+04  4.935630849633820E+06  1.662231534770469E-02
  3.032899890788379E+00  2.052481087429406E+19  3.165020853270613E+03  2.081594398211515E+04  4.908259646732250E+06  2.030471252604607E-02
  3.042907382571394E+00  2.042776849637496E+19  3.139687725743102E+03  2.055170007288300E+04  4.877831025048554E+06  2.435038525734866E-02
  3.052914874354409E+00  2.032277065736032E+19  3.112292682325333E+03  2.026766505437623E+04  4.844380284303122E+06  2.875708504379571E-02
  3.062922366137423E+00  2.021005172680133E+19  3.082901087344137E+03  1.996491137552074E+04  4.807949342992462E+06  3.352226413644158E-02
  3.072929857920439E+00  2.008986295389858E+19  3.051582948840696E+03  1.964456988304079E+04  4.768583787870137E+06  3.864307874333160E-02
  3.082937349703455E+00  1.996247112619548E+19  3.018412836105298E+03  1.930782308377234E+04  4.726336437257366E+06  4.411639720575647E-02
  3.092944841486469E+00  1.982815698436118E+19  2.983469385331131E+03  1.895589546597760E+04  4.681264810841922E+06  4.993881586824728E-02
  3.102952333269484E+00  1.968721477938388E+19  2.946835136051185E+03  1.859004707107308E+04  4.633430804040424E+06  5.610662252115007E-02
  3.112959825052499E+00  1.953995027793034E+19  2.908596033981556E+03  1.821156350393236E+04  4.582901110709198E+06  6.261582440003965E-02
  3.122967316835514E+00  1.938667916913119E+19  2.868841036059529E+03  1.782174717510652E+04  4.529747087926268E+06  6.946215821464143E-02
  3.132974808618530E+00  1.922772552282200E+19  2.827661710925609E+03  1.742190879127054E+04  4.474044534186564E+06  7.664109662169807E-02
  3.142982300401544E+00  1.906342021356682E+19  2.785151830853542E+03  1.701335904190532E+04  4.415873464801392E+06  8.414785528089364E-02
  3.152989792184560E+00  1.889409932246982E+19  2.741406951076286E+03  1.659740052231957E+04  4.355317888314681E+06  9.197740048498666E-02
  3.162997283967574E+00  1.872010252782462E+19  2.696523993393606E+03  1.617532005445983E+04  4.292465580699970E+06  1.001244573414478E-01
  3.173004775750588E+00  1.854177149426005E+19  2.650600818799036E+03  1.574838136155029E+04  4.227407846645139E+06  1.085835185521498E-01
  3.183012267533604E+00  1.835944827138875E+19  2.603735808164211E+03  1.531781825624376E+04  4.160239287581869E+06  1.173488537455044E-01
  3.193019759316620E+00  1.817347371143452E+19  2.556027441989953E+03  1.488482832213339E+04  4.091057560032505E+06  1.264145193916293E-01
  3.203027251099633E+00  1.798418591621716E+19  2.507573889342448E+03  1.445056717676260E+04  4.019963137838135E+06  1.357743692726293E-01
  3.213034742882648E+00  1.779191872393859E+19  2.458472605048049E+03  1.401614332958665E+04  3.947059067116732E+06  1.454220654649794E-01
  3.223042234665665E+00  1.759700024498543E+19  2.408819936632325E+03  1.358261365444145E+04  3.872450722863400E+06  1.553510898232033E-01
  3.233049726448679E+00  1.739975154459170E+19  2.358710756445669E+03  1.315097963348504E+04  3.796245535143332E+06  1.655547513003499E-01
  3.243057218231693E+00  1.720048595240024E+19  2.308238174969778E+03  1.272218501001981E+04  3.718552519906618E+06  1.760261629561564E-01
  3.253064710014709E+00  1.699950670838476E+19  2.257493063794737E+03  1.229711160283717E+04  3.639482458290741E+06  1.867583093250419E-01
  3.263072201797725E+00  1.679710599803911E+19  2.206563757489227E+03  1.187657769542587E+04  3.559147543319537E+06  1.977440490110581E-01
  3.273079693580737E+00  1.659356399233097E+19  2.155535756243928E+03  1.146133684718900E+04  3.477661120377741E+06  2.089761208468644E-01
  3.283087185363754E+00  1.638914784632154E+19  2.104491450529450E+03  1.105207719068508E+04  3.395137452090232E+06  2.204471571749673E-01
  3.293094677146768E+00  1.618411091919660E+19  2.053509871107637E+03  1.064942138188376E+04  3.311691455196201E+06  2.321496901459923E-01
  3.303102168929783E+00  1.597869364033947E+19  2.002666650916714E+03  1.025392901583258E+04  3.227437916339151E+06  2.440760645427634E-01
  3.313109660712799E+00  1.577311998740595E+19  1.952033473245273E+03  9.866093760214691E+03  3.142492223136195E+06  2.562186076481539E-01
  3.323117152495815E+00  1.556759730719592E+19  1.901677931327197E+03  9.486345245914375E+03  3.056970041506855E+06  2.685696251647047E-01
  3.333124644278828E+00  1.536231642215126E+19  1.851663449287549E+03  9.115051584759465E+03  2.970986908288433E+06  2.811213813788272E-01
  3.343132136061844E+00  1.515745292326946E+19  1.802049350900598E+03  8.752523371988325E+03  2.884657426099225E+06  2.938660056264343E-01
  3.353139627844860E+00  1.495316572052628E+19  1.752890594869058E+03  8.399014441381183E+03  2.798095447820263E+06  3.067955641664630E-01
  3.363147119627873E+00  1.474959433956981E+19  1.704237387278552E+03  8.054721618843900E+03  2.711414837660374E+06  3.199022384668813E-01
  3.373154611410889E+00  1.454686096728063E+19  1.656135393986675E+03  7.719790196367068E+03  2.624728558138163E+06  3.331782106810709E-01
  3.383162103193904E+00  1.434507328610538E+19  1.608626054313449E+03  7.394319985752534E+03  2.538147331953797E+06  3.466154814925432E-01
  3.393169594976919E+00  1.414431998507404E+19  1.561745978854901E+03  7.078363147587004E+03  2.451781224187772E+06  3.602061742330879E-01
  3.403177086759933E+00  1.394467129175811E+19  1.515527025197982E+03  6.771928082742572E+03  2.365739474876681E+06  3.739425404258758E-01
  3.413184578542949E+00  1.374618233788495E+19  1.469996726373119E+03  6.474986073244923E+03  2.280129019116215E+06  3.878167603057878E-01
  3.423192070325964E+00  1.354889313751709E+19  1.425178272925068E+03  6.187473913701386E+03  2.195054336690584E+06  4.018209618295140E-01
  3.433199562108978E+00  1.335282454835508E+19  1.381090037181751E+03  5.909292748838994E+03  2.110619453647466E+06  4.159475548681992E-01
  3.443207053891994E+00  1.315798284309796E+19  1.337746199418843E+03  5.640315690428311E+03  2.026925977102603E+06  4.301889610091615E-01
  3.453214545675009E+00  1.296436201051244E+19  1.295157057569415E+03  5.380392476038327E+03  1.944071846600427E+06  4.445374790797577E-01
  3.463222037458022E+00  1.277193816209427E+19  1.253328364344824E+03  5.129346600593104E+03  1.862154494295605E+06  4.589857532414148E-01
  3.473229529241038E+00  1.258067399072100E+19  1.212261977619463E+03  4.886982264392789E+03  1.781268835887922E+06  4.735265137319520E-01
  3.483237021024054E+00  1.239052233060347E+19  1.171956358233251E+03  4.653089702689402E+03  1.701505311584012E+06  4.881523551569708E-01
  3.493244512807069E+00  1.220142040300578E+19  1.132405897949046E+03  4.427442039364932E+03  1.622953515262849E+06  5.028562393321336E-01
  3.503252004590083E+00  1.201329363021338E+19  1.093601509508422E+03  4.209800971412760E+03  1.545700409669938E+06  5.176312819018393E-01
  3.513259496373100E+00  1.182605993329832E+19  1.055531250657156E+03  3.999922180752716E+03  1.469827861796582E+06  5.324704753321673E-01
  3.523266988156113E+00  1.163962443881274E+19  1.018179708670871E+03  3.797552408680157E+03  1.395416239297487E+06  5.473671732163631E-01
  3.533274479939128E+00  1.145388227264611E+19  9.815284813179160E+02  3.602433659545640E+03  1.322543128716870E+06  5.623149507418813E-01
  3.543281971722143E+00  1.126872316411201E+19  9.455568542148155E+02  3.414308251442830E+03  1.251280674532526E+06  5.773073014290621E-01
  3.553289463505159E+00  1.108402750190883E+19  9.102413686578959E+02  3.232916850304451E+03  1.181698459843997E+06  5.923380223741100E-01
  3.563296955288172E+00  1.089966743301707E+19  8.755560824544143E+02  3.058000747211435E+03  1.113863357531669E+06  6.074012027825056E-01
  3.573304447071189E+00  1.071551082963225E+19  8.414731824241951E+02  2.889305936503411E+03  1.047837445754370E+06  6.224909685903025E-01
  3.583311938854201E+00  1.053142090161153E+19  8.079630140054328E+02  2.726583621192270E+03  9.836787714308683E+05  6.376015791794398E-01
  3.593319430637219E+00  1.034725387353805E+19  7.749938838414241E+02  2.569589509693119E+03  9.214435951592752E+05  6.527276868626066E-01
  3.603326922420233E+00  1.016286242690677E+19  7.425326123583474E+02  2.418087155485335E+03  8.611847474784431E+05  6.678641172224352E-01
  3.613334414203250E+00  9.978098406988751E+18  7.105449834821509E+02  2.271850406002525E+03  8.029503932238589E+05  6.830057043711111E-01
  3.623341905986264E+00  9.792808964617392E+18  6.789953261459355E+02  2.130661399712672E+03  7.467869223100699E+05  6.981476604804896E-01
  3.633349397769278E+00  9.606838447219739E+18  6.478468779141172E+02  1.994312578055264E+03  6.927378353059822E+05  7.132854633222937E-01
  3.643356889552293E+00  9.420029820025266E+18  6.170620788649353E+02  1.862608181462163E+03  6.408428539615625E+05  7.284147755091684E-01
  3.653364381335308E+00  9.232226377095254E+18  5.866029050973523E+02  1.735365763465052E+03  5.911371461923757E+05  7.435313373449978E-01
  3.663371873118323E+00  9.043268249541861E+18  5.564304862121840E+02  1.612414521007960E+03  5.436531331546113E+05  7.586312671881145E-01
  3.673379364901337E+00  8.852993563252326E+18  5.265053919398163E+02  1.493596689363006E+03  4.984199932286326E+05  7.737109394325017E-01
  3.683386856684353E+00  8.661236757463253E+18  4.967876634026609E+02  1.378767645541933E+03  4.554645193077052E+05  7.887669560034714E-01
  3.693394348467369E+00  8.467822410321235E+18  4.672366885062321E+02  1.267795042598057E+03  4.148129069333773E+05  8.037960848341129E-01
  3.703401840250383E+00  8.272544006510556E+18  4.378103232071905E+02  1.160554271747445E+03  3.764946840738140E+05  8.187953173798741E-01
  3.713409332033400E+00  8.075106402250531E+18  4.084625982568471E+02  1.056917088756894E+03  3.405505974202640E+05  8.337619803762301E-01
  3.723416823816414E+00  7.874980084793201E+18  3.791387120489650E+02  9.567268564562278E+02  3.070509915117577E+05  8.486936443801308E-01
  3.733424315599429E+00  7.671022470841037E+18  3.497625966075923E+02  8.597397169432409E+02  2.761408108693646E+05  8.635881325142288E-01
  3.743431807382444E+00  7.460514722241372E+18  3.202079595885873E+02  7.654931092169779E+02  2.481410673693248E+05  8.784435394195719E-01
  3.753439299165458E+00  7.236763116585553E+18  2.902336082167561E+02  6.730269092377799E+02  2.237606173613635E+05  8.932582478006273E-01
  3.763446790948472E+00  6.983337603442168E+18  2.593488122962735E+02  5.803469044782730E+02  2.045025042181753E+05  9.080310325021489E-01
  3.773454282731489E+00  6.661654341243984E+18  2.265937142466888E+02  4.836935802523655E+02  1.930929932031745E+05  9.227613071289563E-01
  3.783461774514503E+00  6.191630647992195E+18  1.905092045453472E+02  3.779735204150011E+02  1.906080884026611E+05  9.374493794827794E-01
  3.793469266297519E+00  5.448864771513465E+18  1.505477388636579E+02  2.628576600981943E+02  1.810325542976537E+05  9.520964114892495E-01
  3.803476758080533E+00  4.346885259490717E+18  1.105936351330311E+02  1.540453809854139E+02  1.338150574374913E+05  9.667024583847862E-01
  3.813484249863548E+00  3.010202196691452E+18  7.789778147016165E+01  7.513825903411666E+01  6.955913376778572E+04  9.812636061560829E-01
  3.823491741646563E+00  1.788530512703313E+18  5.486347086642238E+01  3.144271242127189E+01  2.841794178091589E+04  9.957740583997978E-01
  3.833499233429579E+00  9.595607970896963E+17  3.840222292095091E+01  1.180780660877648E+01  9.936359150326653E+03  1.010230341528026E+00
  3.843506725212595E+00  5.225687100980960E+17  2.495038871453028E+01  4.177929321239397E+00  2.510737614367408E+03  1.024631533572961E+00
  3.853514216995609E+00  3.103436126930579E+17  1.249133929896105E+01  1.242201894514650E+00  9.415615289814735E+01  1.038978135243144E+00
 
 
# R                      ne                     Te                     pres                   zj                     Psi_N                  
# time step #000300
  1.862024019368067E+00  3.084314102565528E+17  1.225885204041221E+01  1.211570732336929E+00  2.424636092357126E+01  1.039323388426116E+00
  1.872031514742454E+00  4.663233980333882E+17  2.193913833953761E+01  3.278288304243364E+00  1.960970358727652E+02  1.029492402549820E+00
  1.882039010116843E+00  6.986822198268741E+17  3.180789117689563E+01  7.121228790431269E+00  7.483179023460337E+02  1.019574825578256E+00
  1.892046505491230E+00  1.068171062941610E+18  4.229062840090108E+01  1.447522482370049E+01  2.133198964200782E+03  1.009569338656044E+00
  1.902054000865618E+00  1.619598496668645E+18  5.416973346683884E+01  2.811282145482039E+01  5.349271256715646E+03  9.994746441079112E-01
  1.912061496240005E+00  2.358161310629518E+18  6.863681382724684E+01  5.186459554917550E+01  1.197101116498999E+04  9.892896974657265E-01
  1.922068991614392E+00  3.230178167591446E+18  8.703683786215728E+01  9.008862375320405E+01  2.363530351931585E+04  9.790137047478187E-01
  1.932076486988780E+00  4.133727076571665E+18  1.099739636300792E+02  1.456706466894783E+02  4.160907003900488E+04  9.686465749668141E-01
  1.942083982363168E+00  4.960191425339537E+18  1.363650340153901E+02  2.167413794452366E+02  6.573467904509959E+04  9.581889388343705E-01
  1.952091477737556E+00  5.638429624940026E+18  1.639938668832804E+02  2.962962406975009E+02  9.182982714253552E+04  9.476420471881063E-01
  1.962098973111943E+00  6.153849492209824E+18  1.911659218924602E+02  3.769621245976559E+02  1.140784099171918E+05  9.370073115218746E-01
  1.972106468486331E+00  6.532607124123498E+18  2.171974896225932E+02  4.546547285337120E+02  1.301089824413685E+05  9.262857854492780E-01
  1.982113963860719E+00  6.815209686494415E+18  2.420166959022215E+02  5.285242525471094E+02  1.420213128824332E+05  9.154777982790822E-01
  1.992121459235106E+00  7.038308866056219E+18  2.658256889576311E+02  5.995227117416191E+02  1.535342380367043E+05  9.045831641279952E-01
  2.002128954609494E+00  7.227749113908036E+18  2.889189880427306E+02  6.691439025312065E+02  1.670960319691342E+05  8.936015635222737E-01
  2.012136449983881E+00  7.399224540028330E+18  3.115759659286140E+02  7.387381501468110E+02  1.833686444241484E+05  8.825328441840250E-01
  2.022143945358268E+00  7.561430934497712E+18  3.340113467045545E+02  8.092926215586949E+02  2.021173246638138E+05  8.713771974266016E-01
  2.032151440732656E+00  7.718893137155320E+18  3.563716844541610E+02  8.814518406129179E+02  2.229646960034134E+05  8.601350796160347E-01
  2.042158936107044E+00  7.873847095510311E+18  3.787514042633948E+02  9.556120099700272E+02  2.456469288331862E+05  8.488071692713085E-01
  2.052166431481432E+00  8.027366763294814E+18  4.012111642557337E+02  1.032016131959202E+03  2.700193915635143E+05  8.373943370811783E-01
  2.062173926855820E+00  8.179974820393593E+18  4.237918997700923E+02  1.110823321269076E+03  2.960097154897961E+05  8.258976294958710E-01
  2.072181422230207E+00  8.331946058771059E+18  4.465237866934213E+02  1.192151417254618E+03  3.235841087040027E+05  8.143182610260251E-01
  2.082188917604595E+00  8.483446299498884E+18  4.694314743195876E+02  1.276100534235411E+03  3.527296203692204E+05  8.026575995455867E-01
  2.092196412978983E+00  8.634590987368554E+18  4.925369205211920E+02  1.362764876566577E+03  3.834441412244065E+05  7.909171874082007E-01
  2.102203908353370E+00  8.785469534839257E+18  5.158609284541310E+02  1.452238624313388E+03  4.157300744886527E+05  7.790987431653615E-01
  2.112211403727759E+00  8.936156511621470E+18  5.394239555088839E+02  1.544618978340728E+03  4.495907881591872E+05  7.672041522058811E-01
  2.122218899102146E+00  9.086718087785978E+18  5.632465034994830E+02  1.640007860200559E+03  4.850291644737166E+05  7.552354683752578E-01
  2.132226394476533E+00  9.237216523964367E+18  5.873492965533542E+02  1.738513019553555E+03  5.220472008914152E+05  7.431949155377240E-01
  2.142233889850921E+00  9.387713244461326E+18  6.117533463649588E+02  1.840248784764004E+03  5.606456498949177E+05  7.310848890122724E-01
  2.152241385225309E+00  9.538270637587374E+18  6.364799563930221E+02  1.945336534994397E+03  6.008234864102920E+05  7.189079568320064E-01
  2.162248880599696E+00  9.688952851970081E+18  6.615506909817725E+02  2.053904945614508E+03  6.425774800418542E+05  7.066668607636328E-01
  2.172256375974082E+00  9.839825962205868E+18  6.869873262031879E+02  2.166090077356064E+03  6.859020799097592E+05  6.943645170377511E-01
  2.182263871348472E+00  9.990957833904161E+18  7.128117878719320E+02  2.282035361792276E+03  7.307895496076103E+05  6.820040167794350E-01
  2.192271366722859E+00  1.014241788974789E+19  7.390460789961696E+02  2.401891517170584E+03  7.772301229187662E+05  6.695886261571382E-01
  2.202278862097247E+00  1.029427685550389E+19  7.657122014140209E+02  2.525816420191716E+03  8.252120255802009E+05  6.571217862728709E-01
  2.212286357471635E+00  1.044660649431289E+19  7.928320688745583E+02  2.653974923084316E+03  8.747213430681555E+05  6.446071128091636E-01
  2.222293852846022E+00  1.059947931690487E+19  8.204274134043017E+02  2.786538614667314E+03  9.257418427539602E+05  6.320483954191449E-01
  2.232301348220409E+00  1.075296825995171E+19  8.485196851152436E+02  2.923685519061504E+03  9.782548388654414E+05  6.194495968578159E-01
  2.242308843594797E+00  1.090714621305344E+19  8.771299314880919E+02  3.065599644072297E+03  1.032239075219273E+06  6.068148616930924E-01
  2.252316338969183E+00  1.106208566436730E+19  9.062786875010927E+02  3.212470550173313E+03  1.087670727254848E+06  5.941485126333960E-01
  2.262323834343573E+00  1.121785850980734E+19  9.359858819108836E+02  3.364492981746978E+03  1.144523493299604E+06  5.814550309743145E-01
  2.272331329717959E+00  1.137453549064680E+19  9.662706984956378E+02  3.521866186254798E+03  1.202768518617415E+06  5.687390650305437E-01
  2.282338825092347E+00  1.153218572880176E+19  9.971514470787106E+02  3.684793230301756E+03  1.262374375788961E+06  5.560054278985084E-01
  2.292346320466734E+00  1.169087623390377E+19  1.028645429476280E+03  3.853480221915828E+03  1.323307066637321E+06  5.432590949174270E-01
  2.302353815841122E+00  1.185067138377125E+19  1.060768802087970E+03  4.028135438513982E+03  1.385530049917187E+06  5.305052008961972E-01
  2.312361311215511E+00  1.201163238163127E+19  1.093536434898023E+03  4.208968353495634E+03  1.449004284793199E+06  5.177490371217233E-01
  2.322368806589897E+00  1.217381669218786E+19  1.126961767460552E+03  4.396188556853980E+03  1.513688274111576E+06  5.049960482499104E-01
  2.332376301964285E+00  1.233727698260108E+19  1.161056604197850E+03  4.590004157867681E+03  1.579537904136155E+06  4.922518660110050E-01
  2.342383797338673E+00  1.250206101410255E+19  1.195831022747633E+03  4.790620853621414E+03  1.646506696582705E+06  4.795222659739790E-01
  2.352391292713060E+00  1.266821138852540E+19  1.231293266273206E+03  4.998240816625706E+03  1.714545977895488E+06  4.668131365095505E-01
  2.362398788087449E+00  1.283576456703492E+19  1.267449552829155E+03  5.213060869091312E+03  1.783604746988195E+06  4.541305034419586E-01
  2.372406283461836E+00  1.300475024757055E+19  1.304303926098986E+03  5.435270820882266E+03  1.853629711674870E+06  4.414805257080142E-01
  2.382413778836224E+00  1.317519074248501E+19  1.341858108843608E+03  5.665051692169765E+03  1.924565340876765E+06  4.288694908479708E-01
  2.392421274210611E+00  1.334710019475700E+19  1.380111338453267E+03  5.902573656850194E+03  1.996353859326712E+06  4.163038225133404E-01
  2.402428769584999E+00  1.352048337665529E+19  1.419060151889548E+03  6.147993422397018E+03  2.068935096706006E+06  4.037901170522846E-01
