 #  R                 Z
    0.35479348E+01    0.24960723E-01
    0.22213581E+01    0.49995632E+00
    0.33594576E+01   -0.41851346E+00
    0.23368841E+01    0.95967109E+00
    0.26823374E+01   -0.67341146E+00
    0.27969165E+01    0.12189600E+01
    0.23635552E+01   -0.38012562E+00
    0.33453564E+01    0.10181070E+01
    0.21578724E+01    0.23416404E+00
    0.34825767E+01   -0.27706613E+00
    0.22775272E+01    0.78094604E+00
    0.30462354E+01   -0.61331819E+00
    0.24481874E+01    0.96687362E+00
    0.28720663E+01   -0.62686160E+00
    0.25836784E+01    0.11520005E+01
    0.24988257E+01   -0.54151101E+00
    0.30620406E+01    0.11702139E+01
    0.22812059E+01   -0.16926822E+00
    0.34645465E+01    0.79137880E+00
    0.21966860E+01    0.21156704E+00
    0.35745590E+01    0.75523745E-01
    0.22179620E+01    0.59681650E+00
    0.31548868E+01   -0.57109791E+00
    0.23874883E+01    0.95145768E+00
    0.27822092E+01   -0.66144506E+00
    0.26949320E+01    0.12158086E+01
    0.23616684E+01   -0.40583535E+00
    0.33998555E+01    0.97624999E+00
    0.21414913E+01    0.37602433E+00
    0.31926554E+01   -0.61599897E+00
    0.24558383E+01    0.10954322E+01
    0.25765336E+01   -0.60791631E+00
    0.29333770E+01    0.12206382E+01
    0.22757550E+01   -0.22337349E+00
    0.35274486E+01    0.70236910E+00
    0.21880450E+01    0.31211503E+00
    0.35134120E+01   -0.10739971E+00
    0.22425737E+01    0.53834792E+00
    0.33667522E+01   -0.39159479E+00
    0.23081770E+01    0.86941921E+00
    0.28418574E+01   -0.69905600E+00
    0.27072412E+01    0.12671765E+01
    0.22434061E+01   -0.25990948E+00
    0.36596808E+01    0.30858277E+00
    0.22295720E+01    0.88591005E+00
    0.25624683E+01   -0.70537858E+00
    0.31950984E+01    0.11884903E+01
    0.21301730E+01    0.26484457E+00
    0.32621809E+01   -0.57786485E+00
    0.24577886E+01    0.11478705E+01
    0.24114207E+01   -0.53327683E+00
    0.33939082E+01    0.10172270E+01
    0.21291185E+01    0.49766197E+00
    0.29167573E+01   -0.76783783E+00
    0.27873387E+01    0.13412721E+01
    0.21197030E+01    0.62714269E-01
    0.32713820E+01   -0.61106265E+00
    0.25121252E+01    0.12279441E+01
    0.22689167E+01   -0.37206641E+00
    0.36751918E+01    0.28826032E+00
    0.22571218E+01    0.98931622E+00
    0.24292782E+01   -0.62935979E+00
    0.35383377E+01    0.85368565E+00
    0.21696274E+01    0.81346925E+00
    0.25251741E+01   -0.72995733E+00
    0.34057531E+01    0.10632458E+01
    0.21412794E+01    0.76592057E+00
    0.25176877E+01   -0.74701488E+00
    0.34794200E+01    0.98881510E+00
    0.21723508E+01    0.90275241E+00
    0.23879126E+01   -0.65679135E+00
    0.37002289E+01    0.42003602E+00
    0.22998226E+01    0.11567272E+01
    0.21996134E+01   -0.38746922E+00
    0.34134241E+01   -0.54474669E+00
    0.25779668E+01    0.13765675E+01
    0.20675304E+01    0.99489068E-01
    0.28874559E+01   -0.86642058E+00
    0.29878938E+01    0.13699743E+01
    0.20752255E+01    0.52707542E+00
    0.26091098E+01   -0.83076941E+00
    0.33833813E+01    0.11205435E+01
    0.21534459E+01    0.88276869E+00
    0.23739309E+01   -0.66106678E+00
    0.37151621E+01    0.25329043E+00
    0.23475982E+01    0.12286493E+01
    0.21412175E+01   -0.26111496E+00
    0.31875677E+01   -0.75149546E+00
    0.27222215E+01    0.14125923E+01
    0.20532711E+01    0.30854025E+00
    0.27144691E+01   -0.87662060E+00
    0.32345270E+01    0.12491704E+01
    0.21155467E+01    0.74947550E+00
    0.24642777E+01   -0.74480025E+00
    0.36425705E+01    0.68404035E+00
    0.22477319E+01    0.10797292E+01
    0.22517398E+01   -0.48636879E+00
    0.35646615E+01   -0.32278291E+00
    0.24732391E+01    0.13161244E+01
    0.21022250E+01   -0.88327576E-01
    0.30766191E+01   -0.79954695E+00
    0.28061995E+01    0.14215839E+01
    0.20529000E+01    0.43750288E+00
    0.26070449E+01   -0.85796824E+00
    0.34603956E+01    0.10565478E+01
    0.21968744E+01    0.10398631E+01
    0.22334244E+01   -0.50008684E+00
    0.34292205E+01   -0.54946696E+00
    0.26061058E+01    0.14134596E+01
    0.20416465E+01    0.24474275E+00
    0.26932912E+01   -0.89823133E+00
    0.33294797E+01    0.11954819E+01
    0.21538393E+01    0.93360658E+00
